0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital,Royal Devon and Exeter Hospital
SSNAP level,D,D,D,D,C,C,C,B,B,B,C,A,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B
SSNAP score,44.2,42,48.7,58.9,61.8,63.7,65.9,72.2,75,80,69.3,82.6,86,83,81.0,81,79,74.0,76.0,78.0,72.0,75.0,72.0,86.0,85.0,80.0,76.0,73.0,73.0,75.0,74.0
Case ascertainment band,B,C,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Audit compliance band,B,B,B,B,B,B,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Combined Total Key Indicator level,D,D,D,C,C,C,B,B,B,B,B,A,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B
Combined Total Key Indicator score,49,52,54,62,65,67,73,76,75,80,73,87,86,83,81.0,81,79,74.0,76.0,78.0,72.0,75.0,72.0,86.0,85.0,80.0,76.0,73.0,73.0,75.0,74.0
Number of records completed: Team-centred post-72h all teams cohort,169,132,148,168,164,155,145,172,159,185,209,160,174,218,213,229,229,241,203,212,201,225,230,190,179,235,224,229,230,195,192
Patient-centred Domain levels: 1) Scanning,C,D,E,D,D,C,C,B,C,C,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,C,B,C
Patient-centred Domain levels: 2) Stroke unit,D,B,C,C,C,D,C,C,C,C,B,B,B,B,C,C,C,C,C,D,D,D,E,C,D,E,E,E,D,C,C
