0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital,Good Hope General Hospital
SSNAP level,E,E,E,E,E,E,E,D,E,D,C,C,C,D,D,D,D,D,E,D,E,D,D,D,D,D,D,D,D,D,D
SSNAP score,14,29.7,32.4,28.1,35.7,34.9,35.6,40.8,36.9,59.2,67,66.7,68.3,42.5,44.1,48.2,56.4,41.6,36.6,41.2,39.9,47.9,45.9,44.0,48.4,50.3,47.9,49.0,50.1,49.9,53.8
Case ascertainment band,E,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Audit compliance band,C,C,C,D,D,D,D,D,E,B,A,A,A,D,D,D,B,D,D,D,B,B,B,B,B,B,B,B,C,B,B
Combined Total Key Indicator level,E,E,E,E,D,D,D,D,D,C,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Combined Total Key Indicator score,26,33,36,33,42,41,41.9,48,46.1,62.3,67,66.7,68.3,52.7,54.7,56.7,59.3,49.0,43.1,48.4,42.0,50.4,48.3,46.3,51.0,53.0,50.4,51.6,55.7,52.6,56.7
Number of records completed: Team-centred post-72h all teams cohort,Insufficient records,109,94,105,101,83,65,62,64,45,62,60,78,50,60,74,61,84,81,83,107,94,92,88,96,88,86,105,94,108,98
Patient-centred Domain levels: 1) Scanning,E,E,E,D,D,C,D,C,D,C,D,C,D,D,D,C,C,C,D,C,D,C,D,D,D,D,C,C,C,C,B
Patient-centred Domain levels: 2) Stroke unit,E,E,E,E,E,E,E,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
Patient-centred Domain levels: 3) Thrombolysis,E,E,E,E,D,C,C,C,C,B,B,D,D,E,C,C,D,D,E,E,D,D,D,E,E,D,D,E,D,D,D
Patient-centred Domain levels: 4) Specialist Assessments,E,D,D,D,C,D,E,E,E,E,E,D,E,E,E,E,E,D,E,E,E,D,E,E,E,E,E,E,E,E,E
Patient-centred Domain levels: 5) Occupational therapy,Insufficient records,E,D,D,C,D,C,B,B,A,B,C,A,A,B,A,C,C,C,C,D,C,B,C,B,B,C,C,B,C,C
Patient-centred Domain levels: 6) Physiotherapy,Insufficient records,C,B,C,B,C,B,B,B,B,B,A,A,B,B,B,C,B,B,B,C,B,B,B,B,B,B,B,A,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,Insufficient records,E,E,E,E,E,E,D,E,C,C,D,E,E,D,D,E,E,E,E,E,E,E,E,E,D,E,E,E,D,C
Patient-centred Domain levels: 8) MDT working,D,C,D,D,D,D,D,C,D,D,C,C,C,D,D,D,D,E,E,E,E,E,E,E,D,D,D,D,D,D,D
Patient-centred Domain levels: 9) Standards by discharge,Insufficient records,E,D,E,E,D,C,D,D,D,A,B,A,B,B,B,A,B,C,B,B,B,B,B,A,A,B,A,A,B,A
Patient-centred Domain levels: 10) Discharge processes,Insufficient records,D,D,D,D,B,C,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,E,E,E,E,D,D,D,D,D,D,C,C,C,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C
