0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary,Cumberland Infirmary
SSNAP level,E,D,E,D,D,D,D,D,D,D,B,B,B,B,C,C,B,A,A,A,B,B,A,B,B,A,B,B,B,B,B
SSNAP score,26.6,42,31.2,45,44.1,51.3,53.2,59.4,57.9,55.1,72.2,73.1,72,70,66.0,64.6,77,85.0,87.0,82.0,72.0,76.0,81.0,79.0,80.0,82.0,79.0,73.0,73.0,72.0,79.0
Case ascertainment band,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Audit compliance band,E,D,E,D,C,C,B,C,B,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Combined Total Key Indicator level,E,D,D,D,D,D,D,C,C,D,B,B,B,B,C,C,A,A,A,A,B,B,A,B,B,A,B,B,B,B,B
Combined Total Key Indicator score,35,52,41,53,49,57,56,66,61,58,76,77,72,70,66.0,68,81,85.0,87.0,82.0,72.0,76.0,81.0,79.0,80.0,82.0,79.0,73.0,73.0,72.0,79.0
Number of records completed: Team-centred post-72h all teams cohort,72,75,69,80,94,103,88,87,91,106,92,80,88,87,88,86,108,136,127,116,127,134,132,148,187,160,171,196,170,182,149
Patient-centred Domain levels: 1) Scanning,D,D,D,D,D,C,C,B,C,C,B,A,A,A,B,A,A,B,A,A,B,B,A,A,A,A,A,A,A,B,A
Patient-centred Domain levels: 2) Stroke unit,D,D,D,C,E,E,E,C,D,E,C,C,D,E,E,E,C,C,C,C,D,D,C,D,C,B,C,C,B,C,B
Patient-centred Domain levels: 3) Thrombolysis,E,D,E,D,E,D,E,D,C,D,C,C,D,C,D,D,C,C,B,C,D,C,C,C,B,C,B,B,C,C,B
Patient-centred Domain levels: 4) Specialist Assessments,E,D,D,D,D,D,E,D,D,E,C,C,D,E,E,D,B,B,B,C,D,D,C,C,C,B,C,C,C,C,B
Patient-centred Domain levels: 5) Occupational therapy,C,B,C,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 6) Physiotherapy,D,D,D,D,C,B,B,B,B,B,A,A,A,B,B,B,B,B,B,A,B,B,B,A,A,A,B,A,B,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,D,E,C,C,D,B,B,C,C,A,A,A,B,A,B,A,B,C,C,D,C,C,D
Patient-centred Domain levels: 8) MDT working,D,B,D,C,D,C,C,B,C,C,B,B,B,C,C,C,B,B,B,C,C,C,B,C,B,B,C,C,B,C,C
Patient-centred Domain levels: 9) Standards by discharge,D,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,B,C,C,C,B,C,D,C,C
Patient-centred Domain levels: 10) Discharge processes,E,B,D,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A
Patient-centred KI level Patient-centred Total KI level,E,D,D,D,D,D,D,C,C,D,B,B,B,B,C,C,B,A,A,A,C,B,B,B,B,A,B,B,B,B,B
Patient-centred KI level Patient-centred Total KI score,34,52,40,52,48,58,56,68,62,58,76,78,72,70,66.0,68,80,82.0,86.0,82.0,68.0,74.0,80.0,78.0,80.0,82.0,78.0,76.0,74.0,72.0,78.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,D,E,D,D,D,D,C,D,D,B,B,B,B,C,C,B,A,A,A,C,B,B,B,B,A,B,B,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,25.8,42,30.4,44.2,43.2,52.2,53.2,61.2,58.9,55.1,72.2,74.1,72,70,66.0,64.6,76,82.0,86.0,82.0,68.0,74.0,80.0,78.0,80.0,82.0,78.0,76.0,74.0,72.0,78.0
Team-centred Domain levels: 1) Scanning,D,D,D,D,D,C,C,B,C,C,B,B,A,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,B,A
Team-centred Domain levels: 2) Stroke unit,D,D,D,C,E,E,E,D,D,E,C,C,D,E,E,E,C,C,C,C,C,D,C,C,C,B,C,C,B,C,B
Team-centred Domain levels: 3) Thrombolysis,E,D,E,D,E,D,E,D,C,D,C,C,D,C,D,D,C,B,B,C,D,C,C,C,B,C,B,B,C,C,B
Team-centred Domain levels: 4) Specialist Assessments,E,D,D,D,D,E,E,D,D,E,C,C,D,E,E,D,B,B,B,C,C,C,B,C,C,B,C,D,C,C,B
Team-centred Domain levels: 5) Occupational therapy,C,B,C,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 6) Physiotherapy,D,D,D,D,C,B,B,B,B,B,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,C,C,D,C,B,C,C,A,A,A,A,A,B,A,A,C,C,D,C,C,C
Team-centred Domain levels: 8) MDT working,C,B,C,B,C,C,C,C,C,C,B,B,B,C,C,C,B,B,B,C,C,C,C,C,C,B,C,D,C,C,C
Team-centred Domain levels: 9) Standards by discharge,D,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,B,C,C,C,B,D,D,C,B
Team-centred Domain levels: 10) Discharge processes,E,B,D,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,B
Team-centred KI level Team-centred Total KI level,E,D,D,D,D,D,D,C,C,D,B,B,B,B,C,C,A,A,A,A,B,B,A,B,B,A,B,B,B,B,B
Team-centred KI level Team-centred Total KI score,36,52,42,54,50,56,56,64,60,58,76,76,72,70,66.0,68,82,88.0,88.0,82.0,76.0,78.0,82.0,80.0,80.0,82.0,80.0,70.0,72.0,72.0,80.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,D,E,D,D,D,D,D,D,D,B,B,B,B,C,C,B,A,A,A,B,B,A,B,B,A,B,B,B,B,B
Team-centred SSNAP level Team-centred SSNAP score,27.4,42,31.9,45.9,45,50.4,53.2,57.6,57,55.1,72.2,72.2,72,70,66.0,64.6,77.9,88.0,88.0,82.0,76.0,78.0,82.0,80.0,80.0,82.0,80.0,70.0,72.0,72.0,80.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,127,130,135,165,147,131,131,99,98,130,149,158,131,142,129,137,274,304,293,289,254,226,243,268,312,368,336,332,370,343
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,0.99,0.97,0.95,0.86,0.67,0.64,0.86,0.89,0.92,0.93,92%,0.88,0.94,99%,100%,100%,100%,98%,98%,99%,98%,98%,97%,95%,95%,96%,95%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,7,26,37,38,78,89,92,69,68,62,44,55,49,15,46,51,58,62,29,41,54,66,79,115,109,89,92,65
