0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital,St Richards Hospital
SSNAP level,E,E,D,D,C,C,C,B,B,B,B,B,B,B,B,C,B,C,C,B,C,C,B,B,C,C,C,C,C,D,C
SSNAP score,35.1,36.1,41.5,59.8,63,67,65,73,78,73,71,76,76,76,74.0,62,74,69.0,62.0,70.0,62.0,66.0,74.0,72.0,66.0,68.0,64.0,61.0,64.0,59.0,60.0
Case ascertainment band,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Audit compliance band,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Combined Total Key Indicator level,E,E,D,C,C,C,C,B,B,B,B,B,B,B,B,C,B,C,C,B,C,C,B,B,C,C,C,C,C,D,C
Combined Total Key Indicator score,37,38,46,63,63,67,65,73,78,73,71,76,76,76,74.0,62,74,69.0,62.0,70.0,62.0,66.0,74.0,72.0,66.0,68.0,64.0,61.0,64.0,59.0,60.0
Number of records completed: Team-centred post-72h all teams cohort,92,92,72,93,90,112,114,103,98,91,100,107,128,94,108,94,127,123,116,132,114,115,124,116,111,113,144,125,122,128,131
Patient-centred Domain levels: 1) Scanning,E,E,E,D,C,B,C,C,C,C,A,B,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,E,E,D,C,C,C,C,C,C,C,C,C,C,C,D,D,C,C,E,D,E,E,E,E,E,E,E,E,E,E,E
Patient-centred Domain levels: 3) Thrombolysis,B,B,C,A,C,A,B,B,B,B,B,B,B,B,C,D,A,C,C,B,B,B,B,B,C,B,B,C,B,B,B
Patient-centred Domain levels: 4) Specialist Assessments,E,E,D,B,C,C,B,C,B,B,B,B,B,B,B,C,B,B,B,B,B,B,A,A,A,A,A,B,A,A,B
Patient-centred Domain levels: 5) Occupational therapy,C,C,C,B,A,A,B,A,A,B,C,B,A,A,A,B,B,B,B,B,B,B,A,A,C,B,C,C,C,C,C
Patient-centred Domain levels: 6) Physiotherapy,D,D,D,C,B,C,D,B,A,B,C,B,B,B,B,C,C,D,D,C,D,C,C,B,C,D,D,C,D,D,D
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,C,C,C,C,C,B,B,C,B,C,C,B,C,C,C,C,C,C,C,B,C,C,C,D,C,C,D,C
Patient-centred Domain levels: 8) MDT working,E,E,D,D,C,C,D,B,B,B,C,B,B,B,C,C,C,B,C,B,D,D,C,D,D,C,C,D,D,E,D
Patient-centred Domain levels: 9) Standards by discharge,C,B,B,B,B,B,A,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,A,A,A,B
Patient-centred Domain levels: 10) Discharge processes,D,D,D,D,D,D,D,D,C,C,C,D,D,D,D,C,C,D,D,D,D,C,C,C,C,C,C,C,D,D,D
Patient-centred KI level Patient-centred Total KI level,E,D,D,C,C,B,C,B,B,B,B,B,B,B,B,C,B,C,C,B,C,C,B,B,C,B,C,C,C,C,C
Patient-centred KI level Patient-centred Total KI score,38,40,44,64,66,70,64,70,78,74,72,76,76,76,72.0,60,74,68.0,62.0,70.0,62.0,66.0,74.0,72.0,66.0,70.0,64.0,64.0,64.0,60.0,60.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,E,E,C,C,B,C,B,B,B,B,B,B,B,B,C,B,C,C,B,C,C,B,B,C,B,C,C,C,C,C
Patient-centred SSNAP level Patient-centred SSNAP score,36.1,38,39.7,60.8,66,70,64,70,78,74,72,76,76,76,72.0,60,74,68.0,62.0,70.0,62.0,66.0,74.0,72.0,66.0,70.0,64.0,64.0,64.0,60.0,60.0
Team-centred Domain levels: 1) Scanning,E,E,E,D,D,C,C,C,C,C,B,B,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,E,E,D,C,C,C,C,C,C,C,C,C,C,C,C,D,C,C,E,D,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,C,C,B,A,C,B,B,A,B,B,B,B,B,B,C,D,A,C,D,B,B,B,B,B,C,C,B,C,B,B,B
Team-centred Domain levels: 4) Specialist Assessments,E,E,D,C,C,D,B,C,B,C,B,B,B,B,B,C,B,B,B,B,B,B,B,A,A,A,A,B,A,B,B
