0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital,Warrington Hospital
SSNAP level,D,D,C,C,D,D,C,D,D,D,D,D,D,D,C,C,C,C,D,D,D,D,C,C,C,C,C,C,C,B,C
SSNAP score,48.6,51.3,61.8,62.3,59.6,49.4,64.6,59.8,54.2,52.3,51.3,46.5,52.9,54,65.2,68.7,69,62.9,54.4,53.8,50.0,56.4,66.7,61.3,62.4,67.5,60.8,63.7,61.1,71.6,64.6
Case ascertainment band,A,A,A,B,B,A,A,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,B,A,A,A,A
Audit compliance band,C,C,B,B,B,B,B,B,B,B,B,B,B,A,D,C,B,B,D,B,B,D,A,A,B,B,B,B,B,B,B
Combined Total Key Indicator level,D,D,C,C,C,D,C,C,D,D,D,D,D,D,B,B,B,C,C,D,D,C,C,C,C,B,C,C,C,B,C
Combined Total Key Indicator score,54,57,65,69,66,52,68,63,57,58,54,49,55.7,54,76.7,76.3,72.7,69.7,64.0,59.7,52.7,66.3,66.7,61.3,65.7,71.0,67.3,67.0,64.3,75.3,68.0
Number of records completed: Team-centred post-72h all teams cohort,111,101,116,93,88,109,100,120,98,89,69,77,84,80,70,47,55,42,44,34,43,48,45,45,45,61,40,57,62,45,52
Patient-centred Domain levels: 1) Scanning,C,C,D,C,C,C,B,C,D,C,D,D,D,D,B,B,B,A,B,D,C,B,B,C,A,A,A,B,B,A,B
Patient-centred Domain levels: 2) Stroke unit,D,D,C,C,D,E,D,D,E,E,E,E,E,E,C,C,C,D,E,E,E,E,D,E,E,D,E,E,E,C,D
Patient-centred Domain levels: 3) Thrombolysis,E,E,D,D,D,D,B,D,D,D,C,E,C,D,B,C,C,E,E,D,E,B,C,E,E,C,C,C,E,D,D
Patient-centred Domain levels: 4) Specialist Assessments,D,D,C,B,B,D,D,D,D,D,E,E,E,E,B,C,C,E,E,E,E,E,D,E,D,D,D,E,E,C,D
Patient-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A
Patient-centred Domain levels: 6) Physiotherapy,B,B,B,B,A,C,A,B,A,B,A,B,B,B,B,B,B,B,B,B,C,B,B,C,B,B,C,B,B,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,C,D,C,C,C,D,D,C,C,C,C,C,D,C,D,C
Patient-centred Domain levels: 8) MDT working,C,C,B,B,B,C,B,B,C,C,C,D,C,C,A,B,B,B,D,C,D,C,C,D,B,C,C,C,C,B,D
Patient-centred Domain levels: 9) Standards by discharge,C,C,B,C,C,D,C,B,C,C,C,B,B,B,B,B,C,C,C,D,B,B,B,B,B,B,B,B,B,A,B
Patient-centred Domain levels: 10) Discharge processes,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,D,C,C,C,D,B,C,D,D,D,D,D,D,B,B,B,C,D,D,D,C,B,D,C,B,C,C,C,B,C
