0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital,Luton and Dunstable Hospital
SSNAP level,E,E,E,E,E,E,E,D,D,D,B,B,C,B,B,A,B,A,B,B,C,D,C,C,C,B,B,B,B,C,C
SSNAP score,27.2,26.4,28,33.1,29.6,28,36,43.2,53.2,50.3,72,74,64.6,71.3,71.3,84,78.8,80.8,76.0,72.2,61.8,58.5,61.8,61.2,63.7,70.0,79.0,76.0,75.0,66.0,66.0
Case ascertainment band,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Audit compliance band,E,E,E,D,E,E,C,C,B,B,A,A,B,B,B,A,B,B,B,B,B,C,B,C,B,A,A,A,A,A,A
Combined Total Key Indicator level,E,E,E,E,E,E,D,D,D,D,B,B,C,B,B,A,A,A,B,B,C,C,C,C,C,B,B,B,B,C,C
Combined Total Key Indicator score,34,33,35,39,37,35,40,48,56,53,72,74,68,75,75.0,84,83,85.0,80.0,76.0,65.0,65.0,65.0,68.0,67.0,70.0,79.0,76.0,75.0,66.0,66.0
Number of records completed: Team-centred post-72h all teams cohort,124,123,139,129,138,153,130,131,136,155,165,154,191,171,197,188,171,180,166,190,189,178,131,188,209,204,189,207,209,210,229
Patient-centred Domain levels: 1) Scanning,C,C,C,C,B,B,C,C,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,D,D,D,C,D,D,E,E,E,E,E,D,D,D,D,C,C,C,D,E,E,E,E,E,E,D,C,D,D,D,E
