0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital,Stepping Hill Hospital
SSNAP level,D,D,D,C,C,D,C,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
SSNAP score,48.4,54.9,52.7,61.2,60.8,55.1,65.9,77,77.9,83,93,91,92,95,97.0,95,92,89.0,85.0,88.0,88.0,90.0,89.0,87.0,86.0,91.0,93.0,89.0,86.0,95.0,90.0
Case ascertainment band,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Audit compliance band,D,C,D,C,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Combined Total Key Indicator level,D,C,C,C,C,D,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Combined Total Key Indicator score,57,61,62,68,64,58,73,81,82,83,93,91,92,95,97.0,95,92,89.0,85.0,88.0,88.0,90.0,89.0,87.0,86.0,91.0,93.0,89.0,86.0,95.0,90.0
Number of records completed: Team-centred post-72h all teams cohort,138,157,134,147,141,137,218,283,235,260,285,270,292,287,301,266,329,337,319,320,298,275,270,298,314,293,296,308,272,265,301
Patient-centred Domain levels: 1) Scanning,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,C,C,B,B,B,B,B,B,B,B,B,B,C,C,B,B,C,C,C,C,D,C,C,C,C,B,B,C,D,B,B
Patient-centred Domain levels: 3) Thrombolysis,B,C,C,C,B,B,B,B,B,B,A,B,B,B,A,B,B,C,C,B,B,B,B,B,B,B,B,B,B,A,B
Patient-centred Domain levels: 4) Specialist Assessments,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,B,B,B,A,B,B,A,B
Patient-centred Domain levels: 5) Occupational therapy,D,C,E,C,D,E,C,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 6) Physiotherapy,D,C,C,C,D,E,D,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,D,D,C,C,D,C,C,B,C,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 8) MDT working,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 9) Standards by discharge,C,C,B,B,C,C,C,B,C,B,A,A,A,A,A,A,B,B,B,B,C,B,B,C,C,B,B,B,B,B,B
Patient-centred Domain levels: 10) Discharge processes,E,E,D,D,E,D,E,D,C,C,B,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,C,C,B,C,C,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI score,58,60,64,70,64,60,70,80,84,82,92,92,92,94,98.0,96,92,90.0,84.0,88.0,88.0,90.0,90.0,88.0,86.0,92.0,94.0,90.0,86.0,96.0,90.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,C,C,D,C,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred SSNAP level Patient-centred SSNAP score,49.3,54,54.4,63,60.8,57,63.2,76,79.8,82,92,92,92,94,98.0,96,92,90.0,84.0,88.0,88.0,90.0,90.0,88.0,86.0,92.0,94.0,90.0,86.0,96.0,90.0
Team-centred Domain levels: 1) Scanning,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,C,C,C,B,B,B,B,B,B,B,B,B,C,B,B,B,C,C,C,C,C,C,C,C,C,B,B,C,D,B,B
Team-centred Domain levels: 3) Thrombolysis,B,C,C,C,B,B,B,B,B,B,A,B,B,B,A,B,B,C,C,B,B,B,B,B,B,B,B,B,B,A,B
Team-centred Domain levels: 4) Specialist Assessments,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,B,B,B,A,B,B,A,B
Team-centred Domain levels: 5) Occupational therapy,E,C,E,C,D,E,C,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 6) Physiotherapy,D,C,C,D,E,E,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 7) Speech and Language therapy,E,D,C,C,B,D,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 8) MDT working,B,A,B,B,A,B,A,A,A,A,A,B,A,A,B,B,A,B,B,B,B,A,B,B,B,B,B,B,B,B,B
Team-centred Domain levels: 9) Standards by discharge,C,C,B,B,D,D,C,B,C,B,A,A,A,A,A,A,B,B,B,B,C,B,B,C,C,B,B,B,B,B,B
Team-centred Domain levels: 10) Discharge processes,E,E,E,E,E,E,E,E,D,C,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,C,C,C,C,D,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI score,56,62,60,66,64,56,76,82,80,84,94,90,92,96,96.0,94,92,88.0,86.0,88.0,88.0,90.0,88.0,86.0,86.0,90.0,92.0,88.0,86.0,94.0,90.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,D,C,D,C,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred SSNAP level Team-centred SSNAP score,47.6,55.8,51,59.4,60.8,53.2,68.6,77.9,76,84,94,90,92,96,96.0,94,92,88.0,86.0,88.0,88.0,90.0,88.0,86.0,86.0,90.0,92.0,88.0,86.0,94.0,90.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,198,223,225,220,233,251,240,278,330,435,381,384,430,442,442,413,387,351,388,418,402,400,400,377,358,386,382,332,336,373
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.99,0.99,1,1,1,1,0.99,0.98,0.96,0.87,0.87,0.93,0.96,96%,0.96,0.94,84%,84%,84%,85%,85%,86%,86%,87%,89%,86%,85%,81%,78%,80%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,4,7,4,4,6,9,6,27,47,193,149,66,29,54,92,87,124,107,112,124,163,133,102,98,90,110,121,133,132,137
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.02,0.03,0.02,0.02,0.03,0.04,0.03,0.1,0.14,0.44,0.39,0.17,0.07,12%,0.21,0.21,32%,30%,29%,30%,41%,33%,26%,26%,25%,28%,32%,40%,39%,37%
