0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby,Diana Princess of Wales Hospital Grimsby
SSNAP level,D,D,D,D,D,D,B,A,A,C,B,B,A,A,A,A,A,B,A,A,TFP,TFP,B,B,C,C,B,C,D,D,C
SSNAP score,42.4,49.1,55.9,53.5,52.9,55.7,74.7,85,84.2,66,76.3,77.6,92.3,84.7,83.7,86.7,85.8,71.1,92.7,87.7,.,.,73.1,79.0,65.3,61.8,78.0,62.4,58.0,55.7,61.7
Case ascertainment band,A,A,B,B,B,B,A,A,B,A,A,B,A,A,A,A,B,B,A,A,,,A,A,A,B,A,A,A,A,A
Audit compliance band,E,E,C,E,E,D,B,A,A,A,A,A,A,A,A,A,A,D,A,B,TFP,TFP,B,A,A,A,A,B,A,A,A
Combined Total Key Indicator level,D,C,C,B,C,C,B,A,A,C,B,A,A,A,A,A,A,A,A,A,TFP,TFP,B,B,C,C,B,C,D,D,C
Combined Total Key Indicator score,53,61.3,65.3,70.3,69.7,69,78.7,85,88.7,66,76.3,81.7,92.3,84.7,83.7,86.7,90.3,88.0,92.7,92.3,.,.,77.0,79.0,65.3,65.0,78.0,65.7,58.0,55.7,61.7
Number of records completed: Team-centred post-72h all teams cohort,69,77,65,53,55,44,51,37,41,31,28,35,40,44,34,35,32,38,33,21,Too few to report,Too few to report,33,22,29,40,25,44,34,54,75
Patient-centred Domain levels: 1) Scanning,B,B,A,B,C,A,B,B,B,C,B,B,B,B,B,B,A,A,A,A,Too few to report,Too few to report,A,A,B,A,A,C,B,C,B
Patient-centred Domain levels: 2) Stroke unit,D,B,C,C,C,C,C,C,C,E,C,C,B,C,C,B,B,B,A,C,Too few to report,Too few to report,E,E,E,C,B,D,D,C,C
