0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital,Bronglais Hospital
SSNAP level,E,D,D,C,B,C,C,C,D,D,C,B,B,B,B,B,C,A,A,B,B,TFP,C,B,B,C,D,C,C,C,B
SSNAP score,36.5,51,57.8,64.8,74.1,67.9,61.8,68.4,52.3,57,61,70.3,76,75,74.1,70.3,69.3,80.8,83.6,71.7,73.0,.,64.0,72.0,72.0,66.0,59.0,68.0,69.0,63.0,77.0
Case ascertainment band,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A
Audit compliance band,E,D,D,C,B,B,B,B,B,B,A,B,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A
Combined Total Key Indicator level,D,C,C,B,B,B,C,B,D,C,C,B,B,B,B,B,B,A,A,B,B,TFP,C,B,B,C,D,C,C,C,B
Combined Total Key Indicator score,48,60,68,72,78,71.5,65,72,55,60,61,74,76,79,78.0,74,73,85.0,88.0,71.7,73.0,.,64.0,72.0,72.0,66.0,59.0,68.0,69.0,63.0,77.0
Number of records completed: Team-centred post-72h all teams cohort,Too few to report,34,39,26,30,22,33,34,35,34,36,35,27,27,38,32,31,37,33,24,32,Too few to report,35,32,31,41,51,43,35,32,38
Patient-centred Domain levels: 1) Scanning,B,B,A,B,A,B,B,A,C,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,E,C,C,B,B,B,C,B,C,C,C,A,A,B,B,B,C,B,A,C,C,C,C,B,C,B,C,B,B,B,C
