0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,Royal Free Hospital,Royal Free Hospital,Royal Free Hospital,Royal Free Hospital,Royal Free Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital,Barnet General Hospital
SSNAP level,C,D,D,B,A,B,A,A,B,B,A,B,B,B,A,A,B,B,C,C,TFP,D,C,A,B,C,B,D,D,B,B
SSNAP score,65.2,57.8,58.9,71.4,82.3,76.3,86.7,87.7,79.4,77,91.3,74.3,77.5,70.3,92.5,85.7,76.7,79.3,69.3,66.5,.,54.9,64.3,85.5,75.3,61.0,71.7,48.7,59.7,73.1,76.3
Case ascertainment band,A,A,A,A,A,A,A,A,B,B,A,C,C,B,A,A,A,A,B,A,B,A,A,A,A,A,A,C,A,A,A
Audit compliance band,D,D,D,C,B,B,A,A,B,A,A,B,B,D,A,A,A,A,A,B,B,E,D,A,A,A,A,B,C,B,A
Combined Total Key Indicator level,B,C,C,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,TFP,C,B,A,B,C,B,C,C,B,B
Combined Total Key Indicator score,76.7,68,69.3,79.3,86.7,80.3,86.7,87.7,88,81,91.3,92,96,87,92.5,85.7,76.7,79.3,73.0,70.0,.,68.7,75.7,85.5,75.3,61.0,71.7,60.3,66.3,77.0,76.3
Number of records completed: Team-centred post-72h all teams cohort,57,57,48,56,55,46,41,34,40,39,35,28,22,27,32,40,37,47,52,40,21,35,55,32,35,55,43,31,39,35,37
Patient-centred Domain levels: 1) Scanning,A,B,A,B,A,B,B,B,A,B,A,C,A,A,A,B,C,D,C,B,B,B,B,A,B,A,A,B,C,B,B
Patient-centred Domain levels: 2) Stroke unit,C,D,D,E,D,D,D,C,C,E,D,B,B,C,B,E,E,C,E,E,C,E,E,C,D,E,E,E,E,E,E
Patient-centred Domain levels: 3) Thrombolysis,A,B,A,B,A,A,A,A,A,B,A,A,A,B,A,A,B,C,D,C,A,D,C,E,B,C,B,A,D,D,D
