0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,University Hospital Lewisham,Queen Elizabeth Hospital Woolwich,Queen Elizabeth Hospital Woolwich,Queen Elizabeth Hospital Woolwich,Queen Elizabeth Hospital Woolwich,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham,University Hospital Lewisham
SSNAP level,D,D,C,C,TFP,B,B,B,C,B,B,B,A,A,B,C,A,B,B,C,C,C,C,D,D,C,C,C,C,C,C
SSNAP score,47.8,56.7,60,62,.,76.3,77.3,75.8,65.4,73.3,74.1,71.7,83.1,80.6,75.6,69.7,83.6,71.7,74.4,64.0,63.3,65.4,60.0,41.1,54.5,65.7,65.3,67.5,62.1,63.7,62.4
Case ascertainment band,C,A,A,B,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,A,A,A,C,D,A,A,B,A,B,A,A
Audit compliance band,E,D,C,B,B,A,A,B,B,A,C,D,C,B,C,D,B,D,C,D,C,C,B,D,B,A,B,B,C,B,C
Combined Total Key Indicator level,B,C,C,C,TFP,A,B,A,C,B,A,A,A,A,A,A,A,A,A,B,B,B,B,C,D,C,B,B,B,C,C
Combined Total Key Indicator score,70.3,66.7,66.7,68.7,.,80.3,77.3,84,68.9,73.3,82.3,84.3,92.3,89.3,84.0,86.3,88,84.3,82.7,75.3,70.3,72.7,74.3,69.0,57.3,65.7,72.3,71.0,72.7,67.0,69.3
Number of records completed: Team-centred post-72h all teams cohort,40,41,44,27,26,82,96,87,123,93,80,84,100,93,77,79,90,88,65,86,109,89,74,69,107,136,100,122,113,118,122
Patient-centred Domain levels: 1) Scanning,A,A,B,A,Too few to report,A,A,A,A,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,D,C,D,C,B,C,C,B,C,C,E,C,C,D,D,E,E,D,C,E,E,E,E,E,E,E,E,E,E,E,E
Patient-centred Domain levels: 3) Thrombolysis,B,A,A,A,Too few to report,A,A,A,B,C,C,C,C,D,C,D,C,B,C,C,B,C,D,D,D,C,C,C,C,D,D
Patient-centred Domain levels: 4) Specialist Assessments,B,B,B,C,Too few to report,B,C,B,C,D,B,B,B,B,B,D,C,A,A,B,B,A,B,B,C,B,B,B,B,B,B
Patient-centred Domain levels: 5) Occupational therapy,A,E,D,C,B,B,C,B,A,A,C,B,A,A,B,A,A,B,B,B,C,C,C,C,C,C,C,B,B,C,B
Patient-centred Domain levels: 6) Physiotherapy,C,C,C,B,B,B,B,B,B,B,A,B,A,B,B,A,B,B,B,B,C,C,B,C,D,C,B,B,B,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,C,B,B,C,B,A,B,B,B,C,A,A,A,A,B,A,A,B,A,B,B,B,B,C,C,C,C,B,C,D,C
Patient-centred Domain levels: 8) MDT working,D,D,D,D,D,C,C,B,C,D,C,B,B,B,B,B,D,B,B,B,B,C,B,C,D,D,C,C,C,D,C
Patient-centred Domain levels: 9) Standards by discharge,B,B,A,B,B,A,B,A,B,B,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,A,B,B,A,B,A
Patient-centred Domain levels: 10) Discharge processes,A,B,B,A,B,B,A,A,A,A,A,B,A,A,A,A,A,B,B,B,A,A,B,A,B,A,B,B,B,A,A
Patient-centred KI level Patient-centred Total KI level,B,B,B,B,TFP,A,B,A,B,B,B,A,A,A,B,B,B,A,A,B,B,B,B,C,D,C,C,B,B,C,B
Patient-centred KI level Patient-centred Total KI score,74,70,70,74,.,84,78,88,80,70,78,82,88,82,78.0,76,76,82.0,82.0,74.0,74.0,72.0,72.0,68.0,58.0,68.0,68.0,72.0,72.0,64.0,72.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,C,C,TFP,B,B,B,B,B,B,C,B,B,B,C,B,C,B,C,C,C,D,D,D,C,C,C,C,C,C
Patient-centred SSNAP level Patient-centred SSNAP score,50.3,59.5,63,66.8,.,79.8,78,79.4,76,70,70.2,69.7,79.2,74,70.2,61.4,72.2,69.7,73.8,62.9,66.6,64.8,58.1,40.5,55.1,68.0,61.4,68.4,61.6,60.8,64.8
Team-centred Domain levels: 2) Stroke unit,C,A,C,B,B,A,A,A,E,B,A,A,A,A,A,A,A,A,A,A,B,A,A,C,B,B,A,B,B,B,C
Team-centred Domain levels: 5) Occupational therapy,A,E,E,E,D,C,C,C,A,B,C,B,A,A,B,A,A,A,B,B,D,C,C,D,E,E,C,C,B,C,C
Team-centred Domain levels: 6) Physiotherapy,C,D,D,C,C,C,C,C,B,C,B,B,B,B,B,B,A,B,B,C,D,D,C,C,D,D,B,B,B,B,B
Team-centred Domain levels: 7) Speech and Language therapy,D,C,B,D,C,C,C,C,C,C,B,B,A,A,B,A,A,C,B,C,C,C,C,C,D,D,C,D,E,E,E
Team-centred Domain levels: 9) Standards by discharge,C,B,A,B,A,A,B,A,B,B,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,A,B,B,A,B,B
Team-centred Domain levels: 10) Discharge processes,B,B,B,A,B,B,A,A,A,A,A,B,A,A,A,A,A,B,B,B,A,A,B,A,B,A,B,B,B,A,A
Team-centred KI level Team-centred Total KI level,C,C,C,C,TFP,B,B,B,D,B,A,A,A,A,A,A,A,A,A,B,C,B,B,B,D,C,B,B,B,B,C
Team-centred KI level Team-centred Total KI score,66.7,63.3,63.3,63.3,.,76.7,76.7,80,57.8,76.7,86.7,86.7,96.7,96.7,90.0,96.7,100,86.7,83.3,76.7,66.7,73.3,76.7,70.0,56.7,63.3,76.7,70.0,73.3,70.0,66.7
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,D,TFP,B,B,B,D,B,B,B,A,A,A,B,A,B,B,C,C,C,C,D,D,C,C,C,C,C,C
Team-centred SSNAP level Team-centred SSNAP score,45.3,53.8,57,57.2,.,72.8,76.7,72.2,54.9,76.7,78,73.7,87,87.2,81.0,78.1,95,73.7,75.0,65.2,60.0,66.0,61.9,41.6,53.8,63.3,69.2,66.5,62.7,66.5,60.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,55,73,66,50,96,92,116,175,139,132,133,134,143,141,159,179,138,152,144,130,122,152,158,156,170,174,192,196,182,180
