0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital,North Middlesex Hospital
SSNAP level,C,D,C,TFP,D,D,B,B,D,D,B,B,B,C,X,C,X,B,C,C,B,B,B,B,B,C,B,B,B,B,C
SSNAP score,63.2,46.2,64.3,.,54.6,52.6,71.7,75.3,40.9,57.9,74,70.3,70.8,60.8,.,66.8,.,75.1,69.3,65.0,70.3,74.0,72.0,73.7,75.7,69.7,76.7,72.8,75.7,75.7,68.4
Case ascertainment band,A,D,A,E,C,C,A,A,D,B,A,B,B,B,E,B,E,A,A,B,A,A,A,A,A,A,A,A,A,A,A
Audit compliance band,E,B,D,,E,E,D,C,E,D,D,D,D,D,X,D,X,D,C,B,B,A,A,A,A,D,A,B,A,A,B
Combined Total Key Indicator level,B,C,B,TFP,A,B,A,A,B,B,A,A,A,B,X,A,X,A,B,B,B,B,B,B,B,A,B,B,B,B,B
Combined Total Key Indicator score,79,69.5,75.7,.,80.3,77.3,84.3,83.7,73,71.7,87,87,87.7,75.3,.,82.7,.,88.3,77.0,72.0,74.0,74.0,72.0,73.7,75.7,82.0,76.7,76.7,75.7,75.7,72.0
Number of records completed: Team-centred post-72h all teams cohort,53,36,63,Insufficient records,33,41,53,55,40,45,59,47,47,48,Insufficient records,33,Insufficient records,36,55,53,68,65,67,79,60,69,66,50,53,46,60
Patient-centred Domain levels: 1) Scanning,A,A,A,Too few to report,A,B,A,A,B,D,A,B,A,A,Insufficient records,A,Insufficient records,A,C,B,C,A,C,C,A,B,B,B,B,A,B
Patient-centred Domain levels: 2) Stroke unit,C,C,C,Too few to report,C,D,C,B,D,E,C,C,C,D,Insufficient records,C,Insufficient records,A,E,E,D,E,E,E,D,C,E,C,D,D,E
Patient-centred Domain levels: 3) Thrombolysis,B,B,A,Too few to report,A,C,A,A,C,D,B,B,C,B,Insufficient records,A,Insufficient records,A,C,D,C,C,C,B,D,C,C,C,D,C,C
Patient-centred Domain levels: 4) Specialist Assessments,B,C,B,Too few to report,B,C,B,B,D,D,B,B,B,B,Insufficient records,B,Insufficient records,A,E,E,D,D,D,E,D,B,D,D,D,C,D
Patient-centred Domain levels: 5) Occupational therapy,A,B,A,Insufficient records,A,A,A,A,A,A,A,A,A,C,Insufficient records,A,Insufficient records,A,A,A,A,A,A,A,A,A,A,A,A,B,A
Patient-centred Domain levels: 6) Physiotherapy,A,B,A,Insufficient records,A,A,A,A,A,A,A,A,A,B,Insufficient records,A,Insufficient records,A,A,A,A,A,A,A,B,B,A,A,A,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,B,D,B,Insufficient records,A,B,A,A,A,B,A,A,A,B,Insufficient records,A,Insufficient records,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 8) MDT working,C,D,D,Too few to report,B,D,C,C,D,D,C,C,D,D,Insufficient records,D,Insufficient records,C,E,E,E,E,E,E,E,D,D,E,D,E,E
Patient-centred Domain levels: 9) Standards by discharge,B,B,B,Insufficient records,B,B,B,B,D,B,B,B,A,B,Insufficient records,B,Insufficient records,B,A,A,A,A,A,A,A,A,A,A,A,B,B
Patient-centred Domain levels: 10) Discharge processes,D,E,D,Insufficient records,D,D,D,D,C,C,B,A,B,A,Insufficient records,C,Insufficient records,C,C,C,C,D,D,D,C,D,C,D,D,C,C
Patient-centred KI level Patient-centred Total KI level,B,C,B,TFP,A,C,A,A,C,C,A,A,A,B,Insufficient records,A,Insufficient records,A,C,C,C,C,C,C,C,B,B,B,C,C,C
Patient-centred KI level Patient-centred Total KI score,78,64,78,.,84,68,82,84,66,60,84,84,82,74,.,82,.,90.0,64.0,64.0,68.0,68.0,64.0,64.0,68.0,74.0,70.0,70.0,68.0,68.0,64.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",C,D,C,TFP,D,D,C,B,E,D,B,C,C,D,X,C,X,B,D,D,C,C,C,C,C,C,B,C,C,C,C
Patient-centred SSNAP level Patient-centred SSNAP score,62.4,42.6,66.3,.,57.1,46.2,69.7,75.6,37,48.4,71.4,67.8,66.2,59.8,.,66.2,.,76.5,57.6,57.8,64.6,68.0,64.0,64.0,68.0,62.9,70.0,66.5,68.0,68.0,60.8
Team-centred Domain levels: 2) Stroke unit,A,A,A,Insufficient records,A,A,A,A,B,B,A,A,A,B,Insufficient records,A,Insufficient records,A,C,D,D,D,D,C,D,B,C,C,C,B,C
Team-centred Domain levels: 5) Occupational therapy,A,A,A,Insufficient records,A,A,A,A,A,A,A,A,A,C,Insufficient records,A,Insufficient records,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 6) Physiotherapy,A,B,A,Insufficient records,A,A,A,A,A,A,A,A,A,B,Insufficient records,A,Insufficient records,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 7) Speech and Language therapy,C,E,E,Insufficient records,D,B,A,B,A,B,B,C,B,C,Insufficient records,A,Insufficient records,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 9) Standards by discharge,B,Too few to report,C,Insufficient records,B,A,B,B,D,B,B,B,A,B,Insufficient records,D,Insufficient records,B,A,A,A,A,A,A,A,A,A,A,A,B,B
Team-centred Domain levels: 10) Discharge processes,D,Too few to report,C,Insufficient records,D,D,D,D,C,C,B,A,B,A,Insufficient records,C,Insufficient records,D,B,D,D,D,D,D,C,C,D,D,D,D,D
Team-centred KI level Team-centred Total KI level,B,B,B,TFP,B,A,A,A,B,A,A,A,A,B,Insufficient records,A,Insufficient records,A,A,B,B,B,B,A,A,A,A,A,A,A,B
Team-centred KI level Team-centred Total KI score,80,75,73.3,.,76.7,86.7,86.7,83.3,80,83.3,90,90,93.3,76.7,.,83.3,.,86.7,90.0,80.0,80.0,80.0,80.0,83.3,83.3,90.0,83.3,83.3,83.3,83.3,80.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",C,D,C,TFP,D,D,B,B,D,C,B,B,B,C,X,C,X,B,A,B,B,B,B,A,A,B,A,B,A,A,B
Team-centred SSNAP level Team-centred SSNAP score,64,49.9,62.3,.,52.1,58.9,73.7,75,44.8,67.3,76.5,72.7,75.4,61.9,.,67.3,.,73.7,81.0,72.2,76.0,80.0,80.0,83.3,83.3,76.5,83.3,79.2,83.3,83.3,76.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,77,71,76,84,110,109,84,81,78,85,88,111,111,92,102,96,80,62,40,56,77,88,102,100,106,127,104,88,97,90
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,0.99,0.97,0.99,1,0.99,1,1,1,0.99,1,0.99,0.99,100%,0.98,0.98,92%,95%,77%,78%,87%,91%,92%,85%,85%,89%,91%,91%,87%,87%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,1,4,7,6,3,4,13,6,3,2,4,4,4,2,16,9,17,19,15,16,15,11,4,22,36,29,20,9
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0.01,0.05,0.06,0.06,0.04,0.05,0.17,0.07,0.03,0.02,0.04,4%,0.04,0.02,20%,15%,43%,34%,19%,18%,15%,11%,4%,17%,35%,33%,21%,10%
