0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU,Queens Hospital Romford HASU
SSNAP level,D,D,C,B,B,B,B,B,B,D,B,B,A,A,A,A,A,B,B,B,D,C,C,C,C,C,D,C,C,C,C
SSNAP score,55.7,56,67.5,76,76,74.9,74.1,77,71.3,48.5,77,77.9,85,81,85.0,86,87,76.0,70.3,75.0,59.8,63.8,65.5,67.5,65.5,65.5,53.2,65.5,67.5,65.5,67.0
Case ascertainment band,C,A,A,A,A,B,A,B,B,D,A,A,A,A,A,A,A,A,A,A,C,C,A,A,A,A,A,A,B,A,A
Audit compliance band,B,B,B,B,B,B,B,A,B,C,A,B,A,A,A,A,A,B,B,B,B,B,B,C,B,B,B,B,A,B,A
Combined Total Key Indicator level,C,D,B,B,B,A,B,A,B,B,B,A,A,A,A,A,A,B,B,B,B,B,C,B,C,C,D,C,B,C,C
Combined Total Key Indicator score,69,59,71,80,80,83,78,81,79,77,77,82,85,81,85.0,86,87,80.0,74.0,79.0,74.0,79.0,69.0,75.0,69.0,69.0,56.0,69.0,71.0,69.0,67.0
Number of records completed: Team-centred post-72h all teams cohort,205,265,276,271,275,220,240,226,225,185,282,280,312,244,288,295,247,275,288,256,192,198,208,244,258,218,235,272,197,256,285
Patient-centred Domain levels: 1) Scanning,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,B,B,B,B,A,A,A,B
Patient-centred Domain levels: 2) Stroke unit,C,D,D,C,C,C,C,C,C,D,C,C,B,C,B,B,C,C,E,E,D,E,D,D,E,E,E,E,E,E,E
Patient-centred Domain levels: 3) Thrombolysis,C,C,B,A,B,B,C,C,B,B,B,A,A,B,B,B,B,B,D,C,D,D,C,D,D,C,D,C,C,C,C
Patient-centred Domain levels: 4) Specialist Assessments,C,C,C,B,B,B,B,B,B,C,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,A
Patient-centred Domain levels: 5) Occupational therapy,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,C,B,A,B,B
Patient-centred Domain levels: 6) Physiotherapy,A,B,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,B,A,A,A,A,A,B,B,A,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,C,E,C,A,A,A,A,A,A,A,B,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,B,B,B,B,B
Patient-centred Domain levels: 8) MDT working,C,C,C,C,C,B,C,C,C,C,D,C,C,B,B,B,B,C,C,B,C,B,D,D,D,E,E,D,D,D,D
Patient-centred Domain levels: 9) Standards by discharge,B,C,B,C,B,B,B,B,C,C,C,B,C,C,B,B,B,D,B,B,B,B,D,C,D,C,D,C,C,B,B
Patient-centred Domain levels: 10) Discharge processes,D,D,D,D,D,D,D,C,C,C,C,C,C,C,B,B,A,B,B,B,B,B,C,A,B,B,B,B,B,B,B
Patient-centred KI level Patient-centred Total KI level,B,D,B,B,B,A,B,B,B,B,B,B,A,B,A,A,A,B,B,B,B,B,C,B,C,C,D,C,B,B,B
Patient-centred KI level Patient-centred Total KI score,70,58,70,78,80,82,78,80,80,76,72,80,82,78,86.0,86,88,80.0,72.0,78.0,70.0,78.0,68.0,74.0,68.0,68.0,58.0,68.0,72.0,70.0,70.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,C,B,B,B,B,B,B,D,B,B,A,B,A,A,A,B,C,B,D,C,C,C,C,C,D,C,C,C,B
Patient-centred SSNAP level Patient-centred SSNAP score,56.5,55.1,66.5,74.1,76,74,74.1,76,72.2,47.9,72,76,82,78,86.0,86,88,76.0,68.4,74.1,56.5,63.0,64.6,66.6,64.6,64.6,55.1,64.6,68.4,66.5,70.0
Team-centred Domain levels: 1) Scanning,B,B,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B
Team-centred Domain levels: 2) Stroke unit,C,D,D,C,D,C,C,C,D,D,C,C,B,C,C,C,C,C,E,E,D,E,D,D,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,C,C,B,A,B,B,C,C,B,B,B,A,A,B,B,B,B,C,D,C,D,D,C,D,D,C,C,C,C,C,C
Team-centred Domain levels: 4) Specialist Assessments,C,C,C,B,B,B,B,B,B,C,B,B,B,B,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,A
Team-centred Domain levels: 5) Occupational therapy,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,A,B
Team-centred Domain levels: 6) Physiotherapy,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,B,B
Team-centred Domain levels: 7) Speech and Language therapy,C,E,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,C,A,C,C,C
Team-centred Domain levels: 8) MDT working,B,B,B,B,C,B,C,B,C,B,C,C,C,B,B,B,B,B,B,B,C,B,C,C,D,D,E,D,C,D,D
Team-centred Domain levels: 9) Standards by discharge,C,B,C,C,B,B,B,B,C,D,B,B,A,C,C,B,B,D,B,B,A,B,D,B,C,C,E,D,B,B,B
Team-centred Domain levels: 10) Discharge processes,E,D,D,C,C,C,D,B,C,B,C,C,C,B,B,C,B,B,A,B,B,B,D,B,B,B,B,B,D,C,D
Team-centred KI level Team-centred Total KI level,C,C,B,A,B,A,B,A,B,B,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,D,B,B,C,C
Team-centred KI level Team-centred Total KI score,68,60,72,82,80,84,78,82,78,78,82,84,88,84,84.0,86,86,80.0,76.0,80.0,78.0,80.0,70.0,76.0,70.0,70.0,54.0,70.0,70.0,68.0,64.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,C,B,B,B,B,B,B,D,A,B,A,A,A,A,A,B,B,B,C,C,C,C,C,C,D,C,C,C,C
Team-centred SSNAP level Team-centred SSNAP score,54.9,57,68.4,77.9,76,75.8,74.1,77.9,70.4,49.1,82,79.8,88,84,84.0,86,86,76.0,72.2,76.0,63.0,64.6,66.5,68.4,66.5,66.5,51.3,66.5,66.5,64.6,64.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,46,109,282,415,402,450,416,417,368,388,421,423,399,390,406,355,297,382,406,378,352,297,252,288,338,393,409,388,347,316
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.12,0.31,0.75,0.95,0.93,0.96,0.97,0.96,0.93,0.85,0.87,0.89,0.86,86%,0.87,0.82,81%,88%,86%,79%,78%,78%,74%,79%,78%,79%,84%,80%,77%,69%
