0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital,Royal Hampshire County Hospital
SSNAP level,D,D,D,D,C,C,C,B,A,B,B,C,B,B,B,B,B,B,C,B,C,B,B,B,B,B,A,B,B,B,B
SSNAP score,52.7,45.9,55.8,56,65,67,62,78,89,77,74,69,72,70,73.0,71,78,75.0,69.0,77.0,66.5,70.0,79.0,80.0,78.0,75.0,83.0,77.0,77.0,78.0,75.0
Case ascertainment band,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Audit compliance band,D,D,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A
Combined Total Key Indicator level,C,D,C,D,C,C,C,B,A,B,B,C,B,B,B,B,B,B,C,B,B,B,B,B,B,B,A,B,B,B,B
Combined Total Key Indicator score,62,54,62,59,65,67,62,78,89,77,74,69,72,70,73.0,71,78,75.0,69.0,77.0,70.0,70.0,79.0,80.0,78.0,75.0,83.0,77.0,77.0,78.0,75.0
Number of records completed: Team-centred post-72h all teams cohort,91,88,135,127,170,158,133,124,146,165,139,147,196,144,141,142,171,178,154,203,172,186,167,183,209,178,195,193,226,221,227
Patient-centred Domain levels: 1) Scanning,D,D,D,E,D,D,D,C,C,D,B,C,B,C,B,B,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,B,B,B,C,C,C,C,B,B,C,C,C,C,C,B,C,B,C,D,C,C,D,C,D,C,C,C,D,C,C,C
Patient-centred Domain levels: 3) Thrombolysis,D,B,D,C,B,D,B,C,B,B,C,D,C,D,C,C,C,D,C,C,D,D,B,B,B,C,C,C,C,C,C
Patient-centred Domain levels: 4) Specialist Assessments,C,D,C,D,B,C,B,B,A,B,B,B,B,B,B,B,A,B,B,B,A,B,A,A,A,A,A,B,A,A,A
Patient-centred Domain levels: 5) Occupational therapy,A,C,A,B,B,B,C,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 6) Physiotherapy,B,B,B,B,B,C,D,B,A,A,B,A,A,A,A,B,A,A,A,A,B,A,A,A,B,B,A,A,A,A,B
Patient-centred Domain levels: 7) Speech and Language therapy,C,E,E,E,E,E,E,B,B,C,C,B,D,C,E,D,D,C,D,C,D,C,C,B,C,C,B,C,C,C,C
Patient-centred Domain levels: 8) MDT working,D,D,C,C,C,B,B,B,A,B,C,D,C,D,C,B,C,C,C,C,C,C,C,C,B,C,B,C,C,B,C
Patient-centred Domain levels: 9) Standards by discharge,E,E,C,C,C,B,B,C,B,C,B,B,B,B,B,B,C,B,B,B,B,B,B,B,C,B,B,B,B,B,C
Patient-centred Domain levels: 10) Discharge processes,A,C,B,B,B,A,B,A,A,A,A,B,C,B,B,B,A,B,B,B,B,B,C,C,C,C,B,B,C,C,C
Patient-centred KI level Patient-centred Total KI level,C,D,C,D,C,C,C,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B
