SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
  SSNAP level,D,D,D,D,D,D,C,C,C,D,C,B,B,B,B,B,B,D,D,C,C,C,D,D,C,B,B,C,C,C
  SSNAP score,41.2,45.9,46.8,45.9,50.1,53.2,62.7,64.6,64.6,59.8,66,70,76,76,70.3,72,74,59.4,56.0,61.0,66.0,64.0,58.0,58.0,63.0,70.0,71.0,62.0,60.0,65.0
  Case ascertainment band,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
  Audit compliance band,D,D,D,D,D,B,B,B,B,B,A,A,A,A,B,A,A,C,B,A,A,A,A,A,A,A,A,A,A,A
  Combined Total Key Indicator level,D,D,D,D,D,D,C,C,C,C,C,B,B,B,B,B,B,C,D,C,C,C,D,D,C,B,B,C,C,C
  Combined Total Key Indicator score,51,54,55,54,59,56,66,68,68,63,66,70,76,76,74.0,72,74,66.0,59.0,61.0,66.0,64.0,58.0,58.0,63.0,70.0,71.0,62.0,60.0,65.0
Number of records completed: Team-centred post-72h all teams cohort,137,163,141,157,103,130,138,120,120,129,144,178,159,161,154,143,168,192,203,173,180,191,207,209,214,208,203,240,223,214
Patient-centred Domain levels: 1) Scanning,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,C,C,C,D,C,D,D,C,B,B,C,C,C
Patient-centred Domain levels: 3) Thrombolysis,C,C,C,D,D,D,C,C,C,E,C,D,D,C,C,D,C,D,D,D,D,D,D,D,C,C,C,B,C,A
Patient-centred Domain levels: 4) Specialist Assessments,C,C,C,D,C,C,B,B,B,B,A,B,B,B,B,B,B,C,C,C,C,C,D,C,C,B,B,C,C,C
Patient-centred Domain levels: 5) Occupational therapy,E,D,D,C,C,D,C,C,D,C,C,B,A,B,B,A,B,B,E,C,B,C,C,D,C,D,C,D,D,D
