SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
  SSNAP level,E,E,D,D,D,D,D,D,C,D,C,C,B,B,B,A,A,B,A,B,B,B,B,B,B,B,A,B,A,B
  SSNAP score,21.6,31.2,55.8,47.7,50.4,51.3,54.9,50.4,64.6,57,69.3,65.5,72.2,71.3,76.0,87,84,80.0,82.0,80.0,80.0,77.0,77.0,70.0,71.0,80.0,85.0,79.0,81.0,80.0
  Case ascertainment band,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
  Audit compliance band,E,E,C,C,C,C,C,C,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
  Combined Total Key Indicator level,E,D,C,D,D,D,C,D,C,C,B,C,B,B,B,A,A,B,A,B,B,B,B,B,B,B,A,B,A,B
  Combined Total Key Indicator score,27,41,62,53,56,57,61,56,68,60,73,69,76,75,80.0,87,84,80.0,82.0,80.0,80.0,77.0,77.0,70.0,71.0,80.0,85.0,79.0,81.0,80.0
Number of records completed: Team-centred post-72h all teams cohort,161,159,144,156,164,163,148,164,145,143,146,154,184,164,194,193,183,197,182,203,193,207,203,191,241,212,202,234,231,224
Patient-centred Domain levels: 1) Scanning,D,B,C,C,D,C,C,C,C,C,A,B,B,B,B,A,B,B,B,A,A,B,A,B,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,D,C,C,D,E,E,D,E,D,D,D,D,D,D,D,D,D,E,E,E,E,E,E,E,E,D,D,E,E,E
Patient-centred Domain levels: 3) Thrombolysis,D,D,B,C,C,C,C,D,D,D,C,D,B,D,C,B,B,C,C,C,C,C,C,D,C,B,B,C,B,B
Patient-centred Domain levels: 4) Specialist Assessments,E,D,C,C,C,C,D,C,B,C,B,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 5) Occupational therapy,E,C,B,C,B,B,C,C,B,C,C,C,C,B,A,A,A,A,B,B,B,A,B,B,B,B,A,A,A,A
Patient-centred Domain levels: 6) Physiotherapy,E,E,B,B,B,B,A,A,A,A,B,B,B,A,A,A,A,B,B,B,B,B,B,B,C,A,A,A,B,A
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,C,E,D,E,D,D,C,D,D,C,C,C,C,A,B,A,A,A,A,B,B,C,C,B,B,B,B,B
Patient-centred Domain levels: 8) MDT working,E,E,D,D,C,D,D,D,C,C,C,C,B,B,B,B,B,C,B,C,C,C,C,D,C,D,C,C,C,C
Patient-centred Domain levels: 9) Standards by discharge,E,D,C,C,B,A,A,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 10) Discharge processes,E,E,D,D,D,D,C,D,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B
Patient-centred KI level Patient-centred Total KI level,E,D,C,D,D,D,C,D,C,C,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI score,26,40,62,52,56,56,60,54,68,60,72,70,76,76,80.0,88,84,80.0,80.0,80.0,80.0,78.0,78.0,70.0,74.0,82.0,86.0,82.0,82.0,82.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,E,D,D,D,D,D,D,C,D,C,C,B,B,B,A,A,B,B,B,B,B,B,B,B,A,A,A,A,A
Patient-centred SSNAP level Patient-centred SSNAP score,20.8,30.4,55.8,46.8,50.4,50.4,54,48.6,64.6,57,68.4,66.5,72.2,72.2,76.0,88,84,80.0,80.0,80.0,80.0,78.0,78.0,70.0,74.0,82.0,86.0,82.0,82.0,82.0
Team-centred Domain levels: 1) Scanning,D,B,C,C,D,C,C,C,C,C,A,B,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,B,A,A
Team-centred Domain levels: 2) Stroke unit,D,C,C,D,E,E,D,E,D,D,D,D,D,D,D,D,D,E,E,E,E,E,E,E,E,D,D,E,E,E
Team-centred Domain levels: 3) Thrombolysis,D,D,B,C,C,C,C,D,D,D,C,D,B,D,C,B,B,C,C,C,C,C,C,D,D,C,B,D,C,D
Team-centred Domain levels: 4) Specialist Assessments,E,D,C,C,C,C,D,C,B,C,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 5) Occupational therapy,E,C,B,C,B,B,C,C,B,C,C,D,C,B,A,A,A,A,A,B,B,B,C,B,C,B,A,B,B,B
Team-centred Domain levels: 6) Physiotherapy,E,E,B,B,B,B,A,A,A,A,A,B,B,A,A,A,A,B,A,B,B,B,B,B,C,B,A,A,B,A
Team-centred Domain levels: 7) Speech and Language therapy,D,E,C,D,D,D,D,D,C,C,C,C,C,C,C,A,B,A,A,A,A,B,B,C,C,B,B,B,B,B
Team-centred Domain levels: 8) MDT working,E,D,D,D,C,D,C,C,C,C,C,C,B,B,B,B,B,C,B,C,C,C,C,D,C,D,C,C,B,C
Team-centred Domain levels: 9) Standards by discharge,E,D,C,C,B,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,E,E,D,D,D,D,C,D,C,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,E,D,C,D,D,D,C,D,C,C,B,C,B,B,B,A,A,B,A,B,B,B,B,B,C,B,A,B,B,B
Team-centred KI level Team-centred Total KI score,28,42,62,54,56,58,62,58,68,60,74,68,76,74,80.0,86,84,80.0,84.0,80.0,80.0,76.0,76.0,70.0,68.0,78.0,84.0,76.0,80.0,78.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,D,D,D,D,D,D,C,D,B,C,B,B,B,A,A,B,A,B,B,B,B,B,C,B,A,B,B,B
Team-centred SSNAP level Team-centred SSNAP score,22.4,31.9,55.8,48.6,50.4,52.2,55.8,52.2,64.6,57,70.3,64.6,72.2,70.3,76.0,86,84,80.0,84.0,80.0,80.0,76.0,76.0,70.0,68.0,78.0,84.0,76.0,80.0,78.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,88,197,274,288,264,274,288,277,237,290,276,264,295,302,289,239,267,241,227,239,202,239,231,239,250,233,235,242,248
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.58,0.85,1,1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,97%,0.9,0.79,86%,85%,83%,80%,77%,85%,84%,83%,83%,81%,81%,82%,82%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,1,0,0,1,1,2,2,2,2,2,3,12,25,38,41,49,100,101,101,99,96,118,120,102,130,139,132,120,117
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.01,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.08,13%,0.14,0.21,37%,42%,44%,41%,48%,49%,52%,43%,52%,60%,56%,50%,47%
