SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
SSNAP level,D,E,E,E,D,D,D,C,D,D,D,D,C,B,C,C,C,C,B,C,B,B,A,B,A,A,A,A,A,B
SSNAP score,41.5,37,39.6,38.8,49.4,51,53.2,62.7,55.1,51.3,57,59.8,68,72,64.6,66,65,69.0,74.1,68.4,79.8,77.0,81.0,71.3,89.0,86.0,91.0,85.0,84.0,80.0
Case ascertainment band,B,A,A,C,A,C,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Audit compliance band,B,B,C,B,B,A,B,B,B,B,A,A,A,A,B,A,A,A,B,B,B,B,A,B,A,A,A,A,A,A
Combined Total Key Indicator level,D,E,D,D,D,C,D,C,D,D,D,C,C,B,C,C,C,C,B,B,A,A,A,B,A,A,A,A,A,B
Combined Total Key Indicator score,46,39,44,48,52,60,56,66,58,54,57,63,68,72,68.0,66,65,69.0,78.0,72.0,84.0,81.0,81.0,75.0,89.0,86.0,91.0,85.0,84.0,80.0
Number of records completed: Team-centred post-72h all teams cohort,63,67,68,54,48,44,48,44,61,57,58,42,60,63,47,53,60,51,52,73,48,49,57,54,49,55,65,56,60,46
Patient-centred Domain levels: 1) Scanning,B,C,C,C,B,B,B,A,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,B,D,D,C,C,C,D,B,C,C,C,C,C,C,B,C,D,D,B,B,C,B,B,B,B,B,A,B,B,B
Patient-centred Domain levels: 3) Thrombolysis,E,E,D,E,E,D,D,E,D,D,D,D,D,D,B,C,D,C,B,C,A,B,A,D,C,C,A,E,B,E
Patient-centred Domain levels: 4) Specialist Assessments,C,D,D,D,B,B,B,A,B,B,A,B,B,A,B,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A
Patient-centred Domain levels: 5) Occupational therapy,C,C,A,A,A,B,D,C,C,C,D,C,B,B,C,E,C,E,B,C,B,C,C,C,A,A,A,A,C,A
Patient-centred Domain levels: 6) Physiotherapy,D,D,D,C,D,E,E,D,D,E,D,D,D,D,E,D,D,C,C,C,B,C,C,B,B,B,B,A,B,C
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,E,D,D,C,D,D,C,D,C,C,B,C,D,C,B,B,C,B,C,B
Patient-centred Domain levels: 8) MDT working,C,B,C,B,B,B,B,B,B,C,C,A,B,B,C,A,A,B,C,C,B,B,B,B,A,A,A,B,A,B
Patient-centred Domain levels: 9) Standards by discharge,E,E,E,E,E,B,A,B,D,D,B,B,A,A,B,B,B,A,B,C,B,B,B,B,B,B,B,B,B,B
Patient-centred Domain levels: 10) Discharge processes,E,E,E,E,E,C,C,B,C,B,D,C,C,C,B,B,B,A,B,B,C,A,A,C,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,D,D,D,D,C,D,C,D,D,D,C,C,B,C,C,C,C,B,B,A,B,B,B,A,A,A,A,A,B
Patient-centred KI level Patient-centred Total KI score,46,40,44,48,52,60,56,66,58,54,58,64,66,72,68.0,66,68,68.0,78.0,72.0,82.0,80.0,80.0,74.0,88.0,86.0,92.0,84.0,84.0,80.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,E,E,E,D,D,D,C,D,D,D,C,C,B,C,C,C,C,B,C,B,B,B,B,A,A,A,A,A,B
Patient-centred SSNAP level Patient-centred SSNAP score,41.5,38,39.6,38.8,49.4,51,53.2,62.7,55.1,51.3,58,60.8,66,72,64.6,66,68,68.0,74.1,68.4,77.9,76.0,80.0,70.3,88.0,86.0,92.0,84.0,84.0,80.0
Team-centred Domain levels: 1) Scanning,B,C,C,C,B,B,B,A,A,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,B,D,D,C,C,C,D,B,C,C,C,C,B,C,B,C,D,C,B,B,B,B,B,B,A,B,A,A,B,B
Team-centred Domain levels: 3) Thrombolysis,E,E,D,E,E,D,D,E,D,D,D,D,D,D,C,C,D,C,B,C,A,B,B,D,C,C,A,D,B,E
Team-centred Domain levels: 4) Specialist Assessments,C,D,D,D,B,B,B,A,B,B,B,B,A,A,B,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A
Team-centred Domain levels: 5) Occupational therapy,C,C,A,A,A,B,D,C,C,C,D,C,B,B,C,E,D,E,B,D,B,C,B,B,A,A,A,A,B,A
Team-centred Domain levels: 6) Physiotherapy,D,D,D,C,D,E,E,D,D,E,D,E,D,D,E,D,D,D,D,C,B,B,C,B,B,B,C,B,B,C
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,E,D,D,C,D,D,D,D,C,C,B,C,D,C,B,B,C,B,C,B
Team-centred Domain levels: 8) MDT working,C,C,C,B,B,B,B,B,B,C,C,A,B,B,C,A,B,B,B,B,B,B,A,B,A,A,A,B,B,B
Team-centred Domain levels: 9) Standards by discharge,E,E,E,E,E,B,A,B,D,D,B,B,A,A,A,B,B,A,B,C,B,B,B,B,B,B,B,B,B,B
