SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
  SSNAP level,D,D,D,D,D,D,C,D,C,D,C,B,B,B,B,B,B,C,C,D,B,B,A,B,B,B,B,C,B,B
  SSNAP score,44.2,45,45,55.8,57.9,54,61.2,59.4,61.2,58.1,60.8,72,70,78,76.0,76,72.2,68.0,63.7,55.8,77.0,78.8,83.0,71.0,74.0,73.0,72.0,68.0,70.0,72.0
  Case ascertainment band,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
  Audit compliance band,D,C,C,C,B,C,C,C,D,C,B,A,A,A,A,A,B,A,B,C,B,B,A,A,A,A,A,A,A,A
  Combined Total Key Indicator level,D,D,D,C,C,C,C,C,B,C,C,B,B,B,B,B,B,C,C,C,A,A,A,B,B,B,B,C,B,B
  Combined Total Key Indicator score,52,50,50,62,61,60,68,66,72,68,64,72,70,78,76.0,76,76,68.0,67.0,62.0,81.0,83.0,83.0,71.0,74.0,73.0,72.0,68.0,70.0,72.0
Number of records completed: Team-centred post-72h all teams cohort,172,239,251,209,206,190,217,213,226,159,245,249,227,209,210,219,267,245,279,250,203,231,232,231,250,303,286,319,287,257
Patient-centred Domain levels: 1) Scanning,C,C,C,C,D,D,D,C,D,D,C,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,A,B,B,A,A,B,B,A,B,B,B,B,B,B,B,A,B,B,B,B,B,B,A,A,B,C,B,B,C,C
Patient-centred Domain levels: 3) Thrombolysis,C,B,C,B,C,C,C,D,C,C,B,A,A,B,A,B,B,B,C,C,C,C,B,B,B,C,C,C,C,C
Patient-centred Domain levels: 4) Specialist Assessments,B,C,C,B,B,C,B,B,C,B,C,B,B,B,B,B,B,B,B,C,C,B,A,A,B,B,B,B,B,B
Patient-centred Domain levels: 5) Occupational therapy,C,E,E,E,E,D,C,C,A,A,D,D,D,C,C,D,C,D,E,C,A,A,C,E,E,D,E,E,E,E
Patient-centred Domain levels: 6) Physiotherapy,E,E,D,C,A,B,A,A,A,A,B,B,B,A,B,B,B,C,C,D,B,A,B,D,D,C,C,D,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,C,C,C,D,C,E,C,C,C,C,C,B,A,C,B,C,A,A,C,D,C,C,D,E,E,D
Patient-centred Domain levels: 8) MDT working,C,C,C,B,D,C,C,C,C,C,D,D,D,C,C,C,D,C,C,B,A,B,B,C,B,B,B,B,B,B
Patient-centred Domain levels: 9) Standards by discharge,D,B,B,A,B,B,A,B,A,A,B,A,A,A,A,A,A,B,B,B,A,A,A,B,A,A,A,A,A,A
Patient-centred Domain levels: 10) Discharge processes,E,E,E,E,E,D,D,D,C,D,C,C,D,C,C,C,C,D,C,E,D,D,B,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,D,D,C,C,C,C,C,B,C,C,B,B,B,B,B,B,C,C,C,A,A,A,B,B,B,B,C,B,B
Patient-centred KI level Patient-centred Total KI score,52,50,50,62,60,60,68,66,72,68,64,72,70,78,78.0,76,76,68.0,68.0,64.0,82.0,84.0,84.0,72.0,74.0,74.0,72.0,68.0,70.0,72.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,D,D,D,C,D,C,D,C,B,B,B,B,B,B,C,C,D,B,B,A,B,B,B,B,C,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,44.2,45,45,55.8,57,54,61.2,59.4,61.2,58.1,60.8,72,70,78,78.0,76,72.2,68.0,64.6,57.6,77.9,79.8,84.0,72.0,74.0,74.0,72.0,68.0,70.0,72.0
Team-centred Domain levels: 1) Scanning,C,C,C,C,D,D,D,C,D,D,C,B,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,A,B,B,A,A,B,B,A,B,B,B,B,B,B,B,A,B,B,B,B,B,B,A,A,B,C,B,B,C,C
Team-centred Domain levels: 3) Thrombolysis,C,B,C,B,C,C,C,D,C,C,B,A,A,B,B,B,B,B,C,C,C,C,B,C,B,C,C,C,C,C
Team-centred Domain levels: 4) Specialist Assessments,B,C,C,B,B,C,B,B,C,B,C,B,B,B,B,B,B,B,B,D,C,B,A,B,B,B,B,B,B,B
Team-centred Domain levels: 5) Occupational therapy,C,E,E,E,E,D,C,C,A,A,D,D,D,C,D,D,C,D,E,C,A,A,C,E,E,D,E,E,E,E
Team-centred Domain levels: 6) Physiotherapy,E,E,D,C,A,B,A,A,A,A,B,B,B,A,B,B,B,C,C,D,B,A,C,D,D,D,C,D,B,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,C,C,C,D,C,E,C,C,C,C,C,B,A,C,B,C,A,A,C,D,C,C,D,E,E,D
Team-centred Domain levels: 8) MDT working,C,C,C,B,C,C,C,C,C,C,D,D,D,C,C,C,D,C,C,B,B,B,B,C,B,B,B,B,B,B
