SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
  SSNAP level,D,D,D,D,E,D,D,D,D,D,X,E,TFP,TFP,E,TFP,D,E,D,E,E,E,E,E,E,E,D,D,D,C
  SSNAP score,54.2,45,49.4,45.9,39.6,46.8,43.2,44.2,50.4,45.9,.,36.3,.,.,36.8,.,49.3,37.4,45.0,37.4,34.9,38.3,29.8,37.7,34.1,35.1,53.8,50.7,49.7,62.4
  Case ascertainment band,A,A,A,A,A,A,A,A,A,A,X,A,,,A,,A,A,A,A,A,A,A,A,A,A,A,A,A,A
  Audit compliance band,B,C,B,C,C,C,C,D,C,D,X,E,E,TFP,E,TFP,E,D,D,D,D,D,D,D,E,C,B,A,A,B
  Combined Total Key Indicator level,D,D,D,D,D,D,D,D,D,D,X,D,TFP,TFP,D,TFP,C,D,D,D,D,D,E,D,D,E,D,D,D,C
  Combined Total Key Indicator score,57,50,52,51,44,52,48,52,56,54,.,45.3,.,.,46.0,.,61.7,44.0,53.0,44.0,41.0,45.0,35.0,44.3,42.7,39.0,56.7,50.7,49.7,65.7
Number of records completed: Team-centred post-72h all teams cohort,51,52,60,67,58,63,63,68,59,71,None completed,21,Too few to report,Too few to report,24,Too few to report,32,42,43,58,62,31,40,26,45,52,45,41,34,24
Patient-centred Domain levels: 1) Scanning,E,C,C,D,E,D,D,D,D,D,None entered,E,E,Too few to report,E,Too few to report,E,E,E,E,E,E,E,E,C,D,C,D,D,C
Patient-centred Domain levels: 2) Stroke unit,B,C,C,C,B,C,C,B,B,B,None entered,E,E,Too few to report,E,Too few to report,E,E,E,E,E,E,E,E,E,E,E,E,E,E
Patient-centred Domain levels: 3) Thrombolysis,D,D,D,C,C,D,D,D,E,C,None entered,D,E,Too few to report,E,Too few to report,E,E,E,E,E,D,D,D,D,E,E,D,E,B
Patient-centred Domain levels: 4) Specialist Assessments,D,E,D,D,E,D,D,D,D,E,None entered,E,E,Too few to report,E,Too few to report,E,E,E,E,E,E,E,E,E,E,E,E,E,E
Patient-centred Domain levels: 5) Occupational therapy,A,C,D,C,C,B,C,C,A,B,None entered,D,D,Too few to report,D,Too few to report,A,C,C,C,D,E,E,C,D,D,B,B,A,A
Patient-centred Domain levels: 6) Physiotherapy,A,B,C,B,D,B,C,B,A,B,None entered,B,D,Too few to report,B,Too few to report,A,B,B,B,C,B,C,B,D,D,A,B,B,A
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,None entered,D,E,Too few to report,E,Too few to report,E,E,E,E,E,E,E,E,E,E,E,E,E,E
Patient-centred Domain levels: 8) MDT working,D,E,D,E,E,E,D,D,E,E,None entered,E,E,Too few to report,E,Too few to report,E,E,E,E,E,E,E,D,E,E,E,E,E,E
Patient-centred Domain levels: 9) Standards by discharge,B,B,A,B,B,B,B,B,B,A,None entered,C,C,Too few to report,B,Too few to report,B,B,A,B,A,A,B,A,C,B,C,C,D,C
Patient-centred Domain levels: 10) Discharge processes,C,C,C,C,D,C,D,D,C,D,None entered,A,A,Too few to report,A,Too few to report,A,A,A,A,A,C,C,E,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,D,D,D,D,D,D,D,D,D,No records,D,Not included in scoring,TFP,D,TFP,D,D,D,D,D,D,E,D,D,D,D,D,D,D
Patient-centred KI level Patient-centred Total KI score,58,50,52,52,44,52,48,52,56,54,.,44,.,.,42.0,.,50,44.0,46.0,44.0,42.0,40.0,36.0,42.0,42.0,40.0,50.0,48.0,46.0,58.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,D,E,D,D,D,D,D,X,E,,TFP,E,TFP,D,E,E,E,E,E,E,E,E,E,D,D,D,D
Patient-centred SSNAP level Patient-centred SSNAP score,55.1,45,49.4,46.8,39.6,46.8,43.2,44.2,50.4,45.9,.,35.2,.,.,33.6,.,40,37.4,39.1,37.4,35.7,34.0,30.6,35.7,33.6,36.0,47.5,48.0,46.0,55.1
Team-centred Domain levels: 1) Scanning,E,D,D,D,E,D,D,C,D,E,,,,,,,,E,,E,E,,E,,,E,,,,
Team-centred Domain levels: 2) Stroke unit,B,B,B,C,B,C,B,B,B,B,None entered,E,Too few to report,Too few to report,E,Too few to report,E,E,E,E,E,E,E,E,E,E,D,E,E,E
Team-centred Domain levels: 3) Thrombolysis,D,D,D,D,D,D,D,D,E,C,,,,,,,,E,,E,E,,E,,,E,,,,
Team-centred Domain levels: 4) Specialist Assessments,D,E,D,D,E,D,D,D,D,E,,,,,,,,E,,E,E,,E,,,E,,,,
Team-centred Domain levels: 5) Occupational therapy,A,C,D,B,C,B,C,C,A,B,None entered,E,Too few to report,Too few to report,E,Too few to report,A,C,C,C,D,E,E,D,E,D,B,C,B,A
Team-centred Domain levels: 6) Physiotherapy,A,B,C,B,C,B,D,C,B,B,None entered,B,Too few to report,Too few to report,B,Too few to report,A,B,C,B,D,B,C,B,D,D,B,B,C,A
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,None entered,E,Too few to report,Too few to report,E,Too few to report,E,E,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 8) MDT working,D,D,D,E,E,E,D,D,D,D,,,,,,,,E,,E,E,,E,,,E,,,,
Team-centred Domain levels: 9) Standards by discharge,B,B,A,B,B,B,B,B,B,A,None entered,D,C,Too few to report,B,Too few to report,A,B,A,B,A,A,B,A,C,B,C,D,D,A
Team-centred Domain levels: 10) Discharge processes,D,D,C,D,D,C,D,D,C,D,None entered,A,A,Too few to report,B,Too few to report,A,A,A,A,A,C,C,E,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,D,D,D,D,D,D,D,D,No records,D,Too few to report,TFP,D,TFP,B,D,C,D,D,D,E,D,D,E,C,D,D,B
Team-centred KI level Team-centred Total KI score,56,50,52,50,44,52,48,52,56,54,.,46.7,.,.,50.0,.,73.3,44.0,60.0,44.0,40.0,50.0,34.0,46.7,43.3,38.0,63.3,53.3,53.3,73.3
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,D,E,D,D,D,D,D,X,E,,TFP,D,TFP,D,E,D,E,E,D,E,E,E,E,C,D,D,C
Team-centred SSNAP level Team-centred SSNAP score,53.2,45,49.4,45,39.6,46.8,43.2,44.2,50.4,45.9,.,37.3,.,.,40.0,.,58.7,37.4,51.0,37.4,34.0,42.5,28.9,39.7,34.7,34.2,60.2,53.3,53.3,69.7
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,109,81,72,93,104,104,113,109,102,75,52,43,47,63,58,43,29,25,43,67,74,87,69,47,58,44,51,58,48
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,1,1,1,1,1,1,98%,0.92,0.9,83%,81%,96%,100%,100%,98%,92%,89%,89%,83%,78%,77%,83%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,0,0,0,0,0,0,0,4,5,8,13,13,12,15,6,2,0,0,1,10,16,11,28,24,31,42,36
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0,0,0,0,0,0,0,0.05,0.1,0.19,0.28,21%,0.21,0.35,21%,8%,0%,0%,1%,11%,23%,23%,48%,55%,61%,72%,75%
