SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
  SSNAP level,D,D,D,D,D,D,D,D,C,C,C,C,B,B,B,D,C,C,C,A,B,C,C,C,C,C,X,C,B,C
  SSNAP score,41.5,41.5,53.2,55,49.6,43.6,58.9,46.2,65.5,68,69.3,67.7,71.3,76,70.3,58.9,64,62.0,69.0,81.7,73.1,68.4,63.7,62.7,67.0,63.0,.,66.6,72.2,63.7
  Case ascertainment band,B,B,B,A,B,C,A,D,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,C,D,A,A,A
  Audit compliance band,B,B,B,A,B,B,B,A,A,A,B,B,B,B,B,B,A,A,A,B,B,B,B,B,A,B,X,C,B,B
  Combined Total Key Indicator level,D,D,D,D,D,D,C,C,C,C,B,B,B,B,B,C,C,C,C,A,B,B,C,C,C,B,X,B,B,C
  Combined Total Key Indicator score,46,46,59,55,55,54,62,66,69,68,73,75,79,80,74.0,62,64,62.0,69.0,86.0,77.0,72.0,67.0,66.0,67.0,78.0,.,74.0,76.0,67.0
Number of records completed: Team-centred post-72h all teams cohort,28,42,43,45,42,35,59,40,41,62,56,54,39,59,61,61,51,50,52,55,46,53,54,53,56,43,Insufficient records,54,67,71
Patient-centred Domain levels: 1) Scanning,C,C,A,C,B,B,C,A,A,A,A,A,A,A,A,A,A,C,A,A,A,A,A,A,A,A,Insufficient records,A,A,A
Patient-centred Domain levels: 2) Stroke unit,E,E,E,E,D,E,E,E,E,E,C,C,C,E,E,E,E,E,E,B,E,E,E,D,E,C,Insufficient records,E,C,C
Patient-centred Domain levels: 3) Thrombolysis,D,E,D,D,D,D,C,C,C,C,B,B,B,A,A,C,A,B,C,B,C,C,D,B,C,B,Insufficient records,B,C,C
Patient-centred Domain levels: 4) Specialist Assessments,D,D,C,D,D,D,C,B,C,B,B,A,A,A,B,B,A,C,A,A,A,B,B,A,B,B,Insufficient records,A,A,B
Patient-centred Domain levels: 5) Occupational therapy,C,C,A,A,C,A,A,B,B,C,B,C,A,A,B,C,D,D,D,B,A,B,C,E,C,A,Insufficient records,B,C,C
Patient-centred Domain levels: 6) Physiotherapy,C,C,B,A,D,C,B,B,B,B,B,B,A,A,B,B,C,B,A,A,B,B,B,C,B,A,Insufficient records,A,A,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,C,E,D,D,D,C,E,D,E,D,C,E,E,C,C,C,C,C,D,E,E,E,Insufficient records,E,D,E
Patient-centred Domain levels: 8) MDT working,E,D,D,D,D,D,C,C,B,B,B,B,B,B,C,D,D,D,D,B,D,C,C,C,C,C,Insufficient records,C,C,C
Patient-centred Domain levels: 9) Standards by discharge,A,B,B,B,B,A,B,B,B,A,A,A,B,A,A,B,A,B,B,B,B,A,B,B,A,B,Insufficient records,B,B,C
Patient-centred Domain levels: 10) Discharge processes,D,D,C,D,D,D,C,C,D,D,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,Insufficient records,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,D,C,D,D,D,C,C,C,C,B,B,B,B,B,C,C,C,B,A,B,B,C,C,C,B,Insufficient records,B,B,C
Patient-centred KI level Patient-centred Total KI score,46,44,60,54,52,54,62,66,64,68,74,76,78,80,74.0,60,64,62.0,70.0,86.0,74.0,74.0,66.0,66.0,68.0,78.0,.,74.0,76.0,68.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,E,D,D,D,D,D,D,C,C,B,C,B,B,B,D,C,C,B,A,B,B,C,C,C,C,X,C,B,C
Patient-centred SSNAP level Patient-centred SSNAP score,41.5,39.7,54.2,54,46.9,43.6,58.9,46.2,60.8,68,70.3,68.6,70.4,76,70.3,57,64,62.0,70.0,81.7,70.3,70.3,62.7,62.7,68.0,63.0,.,66.6,72.2,64.6
Team-centred Domain levels: 1) Scanning,C,C,A,B,B,B,C,A,A,A,A,A,A,A,A,A,A,C,A,A,A,A,A,A,A,A,Insufficient records,A,A,A
Team-centred Domain levels: 2) Stroke unit,E,E,E,E,C,E,E,E,D,E,C,C,C,E,E,E,E,E,E,B,E,E,E,D,E,C,Insufficient records,E,C,C
Team-centred Domain levels: 3) Thrombolysis,D,E,D,D,D,D,C,C,B,C,B,B,B,A,A,C,A,B,C,B,B,D,D,B,C,B,Insufficient records,B,C,C
Team-centred Domain levels: 4) Specialist Assessments,D,D,D,D,D,D,C,B,B,B,B,A,A,A,B,B,A,C,A,A,A,B,B,A,B,B,Insufficient records,A,A,B
