SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
  SSNAP level,C,D,C,B,C,B,B,B,A,B,B,C,C,D,A,B,A,C,TFP,D,D,C,C,B,B,A,B,B,B,C
  SSNAP score,62.6,56.5,64.3,74.5,62.7,72.8,74.7,76.4,81.9,72.4,77.8,62.9,68.7,54.1,88.7,73.7,80.3,66.2,.,59.8,52.7,69.0,62.7,73.7,77.9,84.7,76.3,75.7,76.3,65.2
  Case ascertainment band,A,A,B,A,B,A,A,B,A,B,B,A,A,C,A,A,A,A,,A,A,A,A,A,B,A,B,A,A,B
  Audit compliance band,D,E,E,D,D,D,C,C,C,C,C,E,C,A,A,A,A,B,TFP,B,A,A,A,A,A,A,A,A,A,A
  Combined Total Key Indicator level,B,B,A,A,B,A,A,A,A,A,A,B,B,C,A,B,A,C,TFP,C,D,C,C,B,A,A,A,B,B,C
  Combined Total Key Indicator score,73.7,70.7,84.7,87.7,77.7,85.7,83,89.3,91,84.7,91,78.7,76.3,63.7,88.7,73.7,80.3,69.7,.,63.0,52.7,69.0,62.7,73.7,82.0,84.7,80.3,75.7,76.3,68.7
Number of records completed: Team-centred post-72h all teams cohort,35,37,41,34,35,43,35,32,36,37,34,33,43,23,47,45,47,43,Too few to report,34,48,35,37,33,35,33,24,39,23,41
Patient-centred Domain levels: 1) Scanning,A,B,B,B,C,B,C,B,C,A,A,B,A,A,A,B,A,B,Too few to report,C,B,A,A,A,A,A,B,A,A,B
Patient-centred Domain levels: 2) Stroke unit,C,C,E,C,E,D,E,D,C,D,E,D,C,E,E,E,E,E,Too few to report,E,E,E,E,E,E,E,E,E,E,E
Patient-centred Domain levels: 3) Thrombolysis,B,B,D,B,C,D,D,D,D,C,B,B,B,D,B,D,D,C,Too few to report,D,E,E,E,D,D,D,C,C,E,D
Patient-centred Domain levels: 4) Specialist Assessments,B,B,B,B,B,B,B,B,B,C,B,C,B,B,B,B,B,D,Too few to report,D,C,B,B,C,B,B,B,D,D,C
Patient-centred Domain levels: 5) Occupational therapy,B,C,A,A,A,A,A,A,A,A,A,A,B,C,A,B,B,B,Too few to report,C,D,B,C,B,A,A,A,A,A,B
Patient-centred Domain levels: 6) Physiotherapy,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,Too few to report,A,C,B,C,B,B,A,A,A,A,A
Patient-centred Domain levels: 7) Speech and Language therapy,C,C,A,A,B,A,B,A,A,A,A,A,B,C,A,A,B,B,Too few to report,C,C,C,C,C,A,A,B,B,A,C
Patient-centred Domain levels: 8) MDT working,D,D,C,C,C,C,B,B,B,D,D,C,D,C,B,B,D,D,Too few to report,E,E,D,E,E,E,E,D,E,E,E
Patient-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,A,A,A,A,C,A,D,C,B,B,B,A,B,Too few to report,C,B,A,A,B,A,A,A,B,B,B
Patient-centred Domain levels: 10) Discharge processes,B,C,A,B,B,B,A,A,A,A,A,B,B,C,A,B,A,B,Too few to report,A,B,A,A,A,A,A,B,B,B,A
Patient-centred KI level Patient-centred Total KI level,B,C,B,A,B,B,B,A,A,B,A,B,B,C,A,B,B,C,TFP,D,D,C,C,C,B,B,B,C,C,C
Patient-centred KI level Patient-centred Total KI score,74,68,76,82,72,78,76,82,82,76,82,74,76,64,84.0,74,74,66.0,.,56.0,52.0,68.0,62.0,64.0,74.0,76.0,74.0,68.0,66.0,64.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",C,D,D,C,D,C,C,B,B,C,B,D,C,D,A,B,B,C,TFP,D,D,C,C,C,B,B,B,C,C,C
Patient-centred SSNAP level Patient-centred SSNAP score,62.9,54.4,57.8,69.7,58.1,66.3,68.4,70.1,73.8,65,70.1,59.2,68.4,54.4,84.0,74,74,62.7,.,53.2,52.0,68.0,62.0,64.0,70.3,76.0,70.3,68.0,66.0,60.8
Team-centred Domain levels: 2) Stroke unit,B,B,A,A,B,A,B,B,A,A,A,A,A,B,A,A,A,B,Too few to report,B,C,B,B,B,B,B,A,B,B,C
Team-centred Domain levels: 5) Occupational therapy,B,C,A,A,A,A,A,A,A,A,A,A,C,D,A,D,C,B,Too few to report,C,D,C,E,B,A,A,A,A,A,C
Team-centred Domain levels: 6) Physiotherapy,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B,A,Too few to report,A,C,C,C,A,B,A,A,A,A,A
Team-centred Domain levels: 7) Speech and Language therapy,D,C,B,A,C,B,B,A,A,A,A,B,B,C,A,D,B,E,Too few to report,E,E,E,E,C,B,B,D,C,B,D
Team-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,A,A,A,A,C,A,D,C,C,B,B,A,B,Too few to report,C,C,A,A,B,A,A,A,B,B,B
Team-centred Domain levels: 10) Discharge processes,B,C,A,B,B,B,B,A,A,A,A,B,B,C,A,B,A,B,Too few to report,A,B,A,A,A,A,A,B,B,B,A
Team-centred KI level Team-centred Total KI level,B,B,A,A,A,A,A,A,A,A,A,A,B,C,A,B,A,B,TFP,B,D,B,C,A,A,A,A,A,A,B
Team-centred KI level Team-centred Total KI score,73.3,73.3,93.3,93.3,83.3,93.3,90,96.7,100,93.3,100,83.3,76.7,63.3,93.3,73.3,86.7,73.3,.,70.0,53.3,70.0,63.3,83.3,90.0,93.3,86.7,83.3,86.7,73.3
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",C,D,B,B,C,B,A,A,A,B,A,C,C,D,A,B,A,C,TFP,C,D,B,C,A,A,A,A,A,A,C
Team-centred SSNAP level Team-centred SSNAP score,62.3,58.7,70.9,79.3,67.3,79.3,81,82.6,90,79.8,85.5,66.7,69,53.8,93.3,73.3,86.7,69.7,.,66.5,53.3,70.0,63.3,83.3,85.5,93.3,82.3,83.3,86.7,69.7
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,31,31,26,38,41,36,39,36,26,41,63,63,45,63,61,39,42,39,49,55,57,62,70,64,50,40,49,60,58
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.45,0.47,0.47,0.54,0.61,0.6,0.63,0.6,0.51,0.59,0.81,0.73,0.64,82%,0.86,0.85,91%,100%,98%,96%,89%,93%,97%,90%,98%,78%,80%,95%,97%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,27,24,17,26,25,11,12,21,17,15,15,32,37,54,53,26,30,24,12,6,7,0,3,11,11,17,23,18,4
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.87,0.77,0.65,0.68,0.61,0.31,0.31,0.58,0.65,0.37,0.24,0.51,0.82,86%,0.87,0.67,71%,62%,24%,11%,12%,0%,4%,17%,22%,43%,47%,30%,7%
