SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
SSNAP level,E,E,E,E,E,D,D,D,C,D,C,D,C,D,C,C,C,C,C,B,D,D,D,C,D,C,C,C,C,B
SSNAP score,23.4,33.3,39.9,33.4,38.9,44.6,48,56,61,53.2,60.8,57.9,63.7,57,64.6,62,66,63.0,60.8,72.0,53.0,53.2,52.3,66.0,57.0,65.0,68.0,66.5,60.8,74.0
Case ascertainment band,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,B,B,A
Audit compliance band,D,B,A,B,B,B,A,A,A,B,B,B,B,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
Combined Total Key Indicator level,E,E,D,E,D,D,D,D,C,D,C,C,C,D,C,C,C,C,C,B,D,D,D,C,D,C,C,B,C,B
Combined Total Key Indicator score,29,35,42,37,41,47,48,56,61,56,64,61,67,57,68.0,62,66,63.0,64.0,72.0,53.0,56.0,58.0,66.0,57.0,65.0,68.0,70.0,64.0,74.0
Number of records completed: Team-centred post-72h all teams cohort,34,56,45,36,48,44,49,54,55,57,50,42,43,43,43,37,32,43,35,38,37,33,30,26,33,42,51,28,32,43
Patient-centred Domain levels: 1) Scanning,D,C,B,C,D,C,C,B,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,E,E,E,E,E,E,E,E,D,E,C,C,C,C,B,B,D,D,C,D,E,E,E,E,E,E,C,B,D,C
Patient-centred Domain levels: 3) Thrombolysis,E,D,D,E,E,D,D,E,B,C,B,B,B,A,A,D,C,D,B,E,D,E,E,D,C,D,C,B,D,C
Patient-centred Domain levels: 4) Specialist Assessments,E,D,D,D,B,B,B,B,B,B,B,B,B,B,A,B,A,B,B,A,D,B,B,B,B,B,A,B,B,A
Patient-centred Domain levels: 5) Occupational therapy,D,E,D,D,E,E,E,D,D,D,C,E,E,E,E,D,B,C,E,C,D,E,C,B,C,C,C,B,C,A
Patient-centred Domain levels: 6) Physiotherapy,E,E,E,E,E,E,E,D,E,D,E,E,D,D,D,D,D,C,C,B,C,C,C,B,D,B,D,D,C,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,E,E,C,E,E,E,E,E,E,B,E,C,D,D,E,E,C,E,C,E
Patient-centred Domain levels: 8) MDT working,E,E,D,D,D,D,C,B,C,B,C,B,C,D,C,D,B,C,D,B,D,D,D,C,D,B,C,C,C,C
Patient-centred Domain levels: 9) Standards by discharge,C,C,A,B,A,A,A,A,B,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,B,B,A
Patient-centred Domain levels: 10) Discharge processes,E,D,E,E,D,C,C,C,C,C,C,C,C,D,C,C,C,C,C,C,C,C,C,C,D,C,C,C,C,C
Patient-centred KI level Patient-centred Total KI level,E,E,D,E,D,D,D,D,D,D,C,C,C,D,C,C,C,C,C,B,D,D,D,C,D,C,B,C,C,B
Patient-centred KI level Patient-centred Total KI score,28,34,42,36,40,46,48,54,58,56,64,62,66,58,68.0,60,66,62.0,62.0,72.0,52.0,56.0,58.0,66.0,56.0,64.0,70.0,68.0,64.0,74.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,E,E,E,E,D,D,D,D,D,C,D,C,D,C,C,C,C,D,B,D,D,D,C,D,C,B,C,C,B
Patient-centred SSNAP level Patient-centred SSNAP score,22.6,32.3,39.9,32.5,38,43.7,48,54,58,53.2,60.8,58.9,62.7,58,64.6,60,66,62.0,58.9,72.0,52.0,53.2,52.3,66.0,56.0,64.0,70.0,64.6,60.8,74.0
Team-centred Domain levels: 1) Scanning,D,C,B,C,D,C,C,B,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,E,E,E,E,E,E,E,D,C,E,C,D,C,C,B,B,D,D,B,D,E,E,E,E,E,D,C,B,C,C
Team-centred Domain levels: 3) Thrombolysis,E,D,D,E,E,D,D,D,B,C,B,B,B,B,A,D,C,D,B,E,C,E,E,D,C,D,C,B,C,C
Team-centred Domain levels: 4) Specialist Assessments,E,D,D,D,B,B,B,B,A,B,B,B,B,B,A,A,A,B,B,A,D,B,B,B,B,A,A,A,B,A
Team-centred Domain levels: 5) Occupational therapy,D,E,D,D,E,E,E,D,D,D,C,E,E,E,E,D,C,B,E,C,E,E,C,B,C,C,D,B,C,A
Team-centred Domain levels: 6) Physiotherapy,E,E,E,E,E,E,E,D,E,D,E,E,D,D,D,D,D,C,C,B,C,C,C,B,D,C,D,D,D,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,E,E,C,E,E,E,E,E,E,B,E,C,D,E,E,E,D,E,D,E
Team-centred Domain levels: 8) MDT working,D,D,D,C,C,C,C,B,C,B,C,B,B,D,C,C,B,C,C,B,C,D,D,B,C,B,C,C,C,C
Team-centred Domain levels: 9) Standards by discharge,C,C,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A
Team-centred Domain levels: 10) Discharge processes,E,D,E,E,D,C,C,C,C,C,C,C,C,D,C,C,C,C,C,C,C,C,C,C,D,C,C,C,C,C
Team-centred KI level Team-centred Total KI level,E,E,D,E,D,D,D,D,C,D,C,C,C,D,C,C,C,C,C,B,D,D,D,C,D,C,C,B,C,B
