SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
  SSNAP level,C,B,B,A,A,A,A,A,A,C,B,B,B,A,A,C,C,B,C,C,B,A,A,C,C,B,B,B,A,B
  SSNAP score,65.4,70.4,78.2,94.3,91.3,80.1,86.8,82.7,80.7,69.4,72.3,74.7,73.1,80.7,80.4,68.6,67.3,77.6,69.8,60.6,77.7,81.7,80.7,61.5,64.5,78.8,77.7,77.9,81.3,74.7
  Case ascertainment band,B,B,A,A,A,B,A,B,A,C,A,A,A,A,B,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A
  Audit compliance band,D,B,B,A,A,A,B,B,C,B,D,C,D,C,A,D,D,B,B,D,A,A,A,D,C,B,A,B,A,B
  Combined Total Key Indicator level,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,B,A,B,A,A,B
  Combined Total Key Indicator score,81,78,82.3,94.3,91.3,84.3,91.3,91.7,89.7,86,85,83,86,89.7,84.7,85,83.3,81.7,77.3,71.3,77.7,81.7,80.7,72.3,71.7,83.0,77.7,82.0,81.3,78.7
Number of records completed: Team-centred post-72h all teams cohort,67,78,49,89,72,67,73,60,52,55,80,48,86,119,94,105,116,95,112,58,108,116,115,94,134,109,134,108,101,76
Patient-centred Domain levels: 1) Scanning,B,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,C,C,D,C,C,C,C,C,C,C,C,B,C,D,D,C,E,D,E,E,E,E,E,E,E,E,E,E,E,E
Patient-centred Domain levels: 3) Thrombolysis,B,A,B,A,B,D,A,B,B,B,A,A,C,B,A,A,B,D,C,C,C,C,C,D,D,C,D,C,D,D
Patient-centred Domain levels: 4) Specialist Assessments,B,A,B,A,A,B,B,A,B,C,A,A,B,B,B,A,B,B,B,B,A,A,A,A,B,B,B,B,B,B
Patient-centred Domain levels: 5) Occupational therapy,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,C,A,A,A,A,A,A
Patient-centred Domain levels: 6) Physiotherapy,B,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B,B,B,A,B,B,A,A
Patient-centred Domain levels: 7) Speech and Language therapy,B,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,C,C,B,B,A,A,B,B,A,B,A,B
Patient-centred Domain levels: 8) MDT working,B,B,C,B,C,B,B,B,C,C,C,C,C,B,B,B,C,D,B,D,D,D,E,E,D,D,D,E,E,E
Patient-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,B,B,B,B,B,A,B,B,A,B,A,A,A,A,C,C,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 10) Discharge processes,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,C,A,A,B,B,B,A,A,C,C,B,C,A,A,A
Patient-centred KI level Patient-centred Total KI level,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,C,B,B,B,C,B,B,B,B,B,B
Patient-centred KI level Patient-centred Total KI score,82,86,78,92,86,82,86,90,86,82,90,90,82,86,86.0,90,80,80.0,78.0,66.0,72.0,80.0,78.0,68.0,70.0,76.0,72.0,74.0,76.0,74.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",C,B,B,A,A,B,A,A,B,C,B,A,C,B,A,B,C,B,B,D,B,B,B,D,C,B,B,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,66.2,77.6,74.1,92,86,77.9,81.7,81.2,77.4,66.2,76.5,81,69.7,77.4,81.7,72.7,64.6,76.0,70.4,56.1,72.0,80.0,78.0,57.8,63.0,72.2,72.0,70.3,76.0,70.3
Team-centred Domain levels: 2) Stroke unit,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A
Team-centred Domain levels: 5) Occupational therapy,C,D,B,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,C,B,A,A,A,A,C
Team-centred Domain levels: 6) Physiotherapy,B,C,B,A,A,B,A,A,A,A,B,A,A,A,A,A,B,B,B,A,A,B,B,B,B,A,A,B,B,B
Team-centred Domain levels: 7) Speech and Language therapy,C,C,B,A,B,B,B,B,B,B,C,C,B,B,C,D,B,E,E,C,B,D,C,C,C,B,C,B,D,C
