SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
SSNAP level,D,D,E,D,C,B,D,C,C,C,B,C,B,B,B,B,B,C,C,C,D,C,C,C,C,B,A,B,C,C
SSNAP score,43.7,45.6,37,56,66.5,73.1,52.3,68,63.7,62.7,70,62.7,70,73,77.0,70,78,64.0,68.0,61.0,54.2,64.6,65.0,65.0,68.4,73.0,82.0,73.0,61.8,69.0
Case ascertainment band,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A
Audit compliance band,B,B,B,B,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A
Combined Total Key Indicator level,D,D,E,D,B,B,D,C,C,C,B,C,B,B,B,B,B,C,C,C,D,C,C,C,B,B,A,B,C,C
Combined Total Key Indicator score,46,48,39,59,70,77,55,68,67,66,70,66,70,73,77.0,70,78,64.0,68.0,61.0,57.0,68.0,65.0,65.0,72.0,73.0,82.0,73.0,65.0,69.0
Number of records completed: Team-centred post-72h all teams cohort,104,94,92,92,80,101,89,87,93,100,102,80,107,102,84,106,118,108,76,91,81,87,70,86,82,78,82,116,95,79
Patient-centred Domain levels: 1) Scanning,B,B,C,B,A,A,A,B,B,B,B,B,A,A,A,B,A,B,C,B,B,A,A,A,B,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,B,B,C,C,B,B,C,B,C,C,C,D,C,C,C,C,D,E,D,E,E,E,E,E,E,E,C,D,E,C
Patient-centred Domain levels: 3) Thrombolysis,C,B,E,C,B,C,D,D,D,D,D,C,D,D,C,C,C,C,C,D,E,C,C,D,D,C,C,B,C,C
Patient-centred Domain levels: 4) Specialist Assessments,D,D,E,D,D,C,D,D,C,C,C,D,B,B,B,C,C,D,D,D,E,D,D,E,C,D,B,D,D,D
