SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
  SSNAP level,C,C,B,D,C,C,C,D,D,C,C,B,C,C,B,A,A,A,B,B,B,C,B,C,B,B,B,B,B,B
  SSNAP score,65,60.8,71.3,59.5,62.3,66,63,50.1,59.8,69.3,65,74,67.5,60,77.0,83,83,85.0,76.0,75.0,72.0,68.0,71.3,67.0,70.0,72.0,77.0,78.0,70.0,77.0
  Case ascertainment band,A,B,B,C,B,A,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
  Audit compliance band,A,A,A,A,B,A,A,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A
  Combined Total Key Indicator level,C,C,B,B,C,C,C,C,C,B,C,B,B,C,B,A,A,A,B,B,B,C,B,C,B,B,B,B,B,B
  Combined Total Key Indicator score,65,64,75,70,69,66,63,62,63,73,65,74,71,60,77.0,83,83,85.0,76.0,75.0,72.0,68.0,75.0,67.0,70.0,72.0,77.0,78.0,70.0,77.0
Number of records completed: Team-centred post-72h all teams cohort,187,170,149,142,149,165,162,148,167,179,166,157,163,183,176,169,177,171,180,171,138,149,176,182,221,182,183,180,197,165
Patient-centred Domain levels: 1) Scanning,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,B,C,C,C,C,C,C,C,C,C,C,C,C,D,C,B,C,B,D,D,E,D,D,D,D,D,C,C,C,C
Patient-centred Domain levels: 3) Thrombolysis,D,D,C,D,C,D,B,C,C,C,C,C,C,D,C,C,B,C,D,E,D,D,C,D,D,D,C,D,C,D
Patient-centred Domain levels: 4) Specialist Assessments,C,C,B,B,C,D,D,D,C,B,D,B,C,D,B,B,B,B,C,C,C,C,D,D,C,C,C,B,C,C
Patient-centred Domain levels: 5) Occupational therapy,B,B,A,C,D,C,D,E,C,B,C,C,B,C,B,A,A,A,A,A,A,C,A,C,A,A,A,A,C,A
Patient-centred Domain levels: 6) Physiotherapy,B,B,A,A,B,B,B,B,B,B,A,A,B,C,B,A,A,A,A,B,B,C,B,B,B,B,A,A,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,D,E,E,E,E,E,D,E,E,D,B,B,B,C,B,C,C,C,C,C,C,C,C,C,B
Patient-centred Domain levels: 8) MDT working,B,C,B,B,B,B,C,C,C,B,C,C,C,C,C,B,B,B,B,B,B,C,B,C,C,C,C,C,C,C
Patient-centred Domain levels: 9) Standards by discharge,C,B,B,B,A,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B
Patient-centred Domain levels: 10) Discharge processes,B,B,B,B,B,B,B,C,C,A,B,B,B,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A
Patient-centred KI level Patient-centred Total KI level,C,C,B,B,C,C,C,D,C,B,C,B,C,C,B,A,A,A,B,B,B,C,B,C,B,B,B,B,B,B
Patient-centred KI level Patient-centred Total KI score,64,66,76,70,68,66,64,58,64,74,66,72,68,60,76.0,84,84,84.0,76.0,76.0,72.0,66.0,74.0,66.0,72.0,72.0,78.0,78.0,70.0,76.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",C,C,B,D,C,C,C,D,C,B,C,B,C,C,B,A,A,A,B,B,B,C,B,C,B,B,B,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,64,62.7,72.2,59.5,61.4,66,64,46.8,60.8,70.3,66,72,64.6,60,76.0,84,84,84.0,76.0,76.0,72.0,66.0,70.3,66.0,72.0,72.0,78.0,78.0,70.0,76.0
Team-centred Domain levels: 1) Scanning,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,B,C,C,C,C,C,C,C,C,B,C,C,C,D,C,B,C,B,D,D,E,D,D,D,D,D,C,C,C,C
Team-centred Domain levels: 3) Thrombolysis,D,D,C,D,C,D,B,C,C,C,C,C,C,D,C,D,B,D,D,E,D,D,C,D,D,D,C,D,C,D
Team-centred Domain levels: 4) Specialist Assessments,C,C,B,B,C,D,D,D,C,B,D,B,C,D,B,B,C,B,C,C,C,C,D,D,D,C,C,B,C,C
Team-centred Domain levels: 5) Occupational therapy,A,C,B,C,C,C,D,D,D,C,C,C,B,C,B,A,A,A,A,B,B,B,A,C,A,A,A,A,C,A
Team-centred Domain levels: 6) Physiotherapy,B,B,A,A,B,B,B,A,B,B,A,A,A,B,A,A,A,A,A,B,B,C,B,B,C,B,B,B,B,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,D,E,D,E,D,E,E,E,C,D,E,D,B,B,B,B,B,B,C,B,B,C,C,C,C,D,B
Team-centred Domain levels: 8) MDT working,B,C,B,C,B,B,C,C,C,B,D,B,B,C,C,B,B,B,B,B,B,B,B,C,C,C,C,B,C,B
Team-centred Domain levels: 9) Standards by discharge,C,C,B,B,A,B,B,B,B,B,B,B,B,B,A,B,B,A,B,A,B,B,A,B,B,B,B,B,A,B
Team-centred Domain levels: 10) Discharge processes,B,B,B,B,B,B,C,B,C,B,B,B,B,B,A,B,B,A,B,A,A,A,B,A,A,A,A,A,B,A
Team-centred KI level Team-centred Total KI level,C,C,B,B,B,C,C,C,C,B,C,B,B,C,B,A,A,A,B,B,B,B,B,C,C,B,B,B,B,B
Team-centred KI level Team-centred Total KI score,66,62,74,70,70,66,62,66,62,72,64,76,74,60,78.0,82,82,86.0,76.0,74.0,72.0,70.0,76.0,68.0,68.0,72.0,76.0,78.0,70.0,78.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",C,D,B,D,C,C,C,D,D,C,C,B,B,C,B,A,A,A,B,B,B,B,B,C,C,B,B,B,B,B
Team-centred SSNAP level Team-centred SSNAP score,66,58.9,70.3,59.5,63.2,66,62,53.3,58.9,68.4,64,76,70.3,60,78.0,82,82,86.0,76.0,74.0,72.0,70.0,72.2,68.0,68.0,72.0,76.0,78.0,70.0,78.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,228,247,271,252,233,227,217,216,220,233,227,179,185,170,135,134,147,169,167,182,179,183,161,176,182,160,186,195,181
