SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
SSNAP level,D,D,D,D,D,C,D,C,C,D,B,B,C,D,C,D,D,D,D,C,D,D,C,D,D,C,B,B,C,D
SSNAP score,44.4,51.3,53.2,45.3,53.2,60.8,54.4,66,60,56,76,72,66,58,60.0,59,53.2,59.8,56.0,60.0,50.3,55.1,61.8,57.8,56.8,64.3,75.6,76.3,66.0,58.9
Case ascertainment band,C,A,A,B,B,B,C,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Audit compliance band,C,C,B,C,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,D,B,B,C,B,C,D
Combined Total Key Indicator level,D,D,D,D,D,C,C,C,C,D,B,B,C,D,C,D,D,C,D,C,D,D,C,C,D,C,A,A,B,C
Combined Total Key Indicator score,58,57,56,53,56,64,64,66,60,59,76,72,66,58,60.0,59,56,63.0,59.0,60.0,53.0,58.0,65.0,68.0,59.8,67.7,84.0,80.3,73.3,69.3
Number of records completed: Team-centred post-72h all teams cohort,83,100,107,90,89,89,80,78,103,79,69,64,75,94,111,99,94,77,80,85,99,99,91,83,90,66,64,61,58,62
Patient-centred Domain levels: 1) Scanning,C,E,D,E,E,D,B,B,C,C,B,B,A,A,A,B,B,B,B,B,B,B,B,B,A,B,A,A,B,A
Patient-centred Domain levels: 2) Stroke unit,D,E,E,E,E,E,E,E,E,E,C,D,D,E,E,E,E,E,E,E,E,E,E,E,E,D,B,C,C,C
Patient-centred Domain levels: 3) Thrombolysis,D,D,D,D,D,C,C,C,D,D,B,B,D,D,D,E,D,D,C,D,D,C,B,C,E,B,A,B,A,D
Patient-centred Domain levels: 4) Specialist Assessments,D,C,C,D,C,C,C,C,C,D,B,C,C,C,B,B,D,B,C,C,D,D,D,C,B,B,A,A,B,B
Patient-centred Domain levels: 5) Occupational therapy,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,C,B,C,C,B,C,B,A,B,C,B,B,A,C,C
Patient-centred Domain levels: 6) Physiotherapy,A,A,B,A,A,A,B,B,C,B,B,A,B,B,C,C,B,B,D,B,B,B,A,B,B,B,B,B,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,D,C,C,B,C,C,D,D,D,E,D,D,E,E,E,D,E,E,E,E,E,E,D,C,D,D,C,C,C,D
Patient-centred Domain levels: 8) MDT working,C,C,C,D,C,B,B,B,B,B,A,A,B,C,B,B,C,A,B,C,D,D,C,D,C,C,B,B,B,C
