SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
SSNAP level,D,D,D,D,D,D,D,D,D,B,B,C,C,C,B,B,C,B,D,D,D,D,D,D,D,D,D,D,D,D
SSNAP score,54.9,52.5,57.1,57.8,51.3,46.2,49.3,42.8,50.5,78.8,76,61.8,68,67,73.0,72,68,78.0,58.9,48.4,45.9,46.8,52.2,45.0,46.8,47.5,53.2,45.9,51.3,54.2
Case ascertainment band,C,B,C,C,C,C,B,D,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Audit compliance band,D,D,D,D,D,D,D,D,C,B,A,B,A,A,A,A,A,A,B,B,C,C,C,C,C,B,B,C,C,B
Combined Total Key Indicator level,B,C,B,B,B,C,C,B,C,A,B,C,C,C,B,B,C,B,C,D,D,D,D,D,D,D,D,D,D,D
Combined Total Key Indicator score,76,65,79,80,71,64,61,72,66,83,76,65,68,67,73.0,72,68,78.0,62.0,51.0,51.0,52.0,58.0,50.0,52.0,50.0,56.0,51.0,57.0,57.0
Number of records completed: Team-centred post-72h all teams cohort,102,123,83,102,104,99,108,82,103,105,130,151,151,166,153,173,140,220,192,266,226,248,234,202,232,239,216,255,244,271
Patient-centred Domain levels: 1) Scanning,A,B,A,A,A,B,B,B,B,A,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,C,D,C,C,D,D,E,D,D,C,C,D,D,D,D,C,C,D,E,E,E,E,E,E,E,E,E,E,E,E
Patient-centred Domain levels: 3) Thrombolysis,A,B,A,A,A,B,B,B,C,A,B,C,C,C,C,C,C,C,D,D,D,D,D,D,D,C,C,C,C,C
Patient-centred Domain levels: 4) Specialist Assessments,B,B,B,B,C,C,D,D,D,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B
