SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
  SSNAP level,D,D,D,D,D,D,D,C,C,C,A,A,A,A,A,B,B,C,D,C,D,D,D,D,D,C,B,B,B,B
  SSNAP score,53.5,41.2,51,47.6,40.4,46,54.9,64.6,60.8,62.7,88,88,87,84,82.0,73,73,62.0,53.0,63.0,52.0,53.0,51.0,53.0,57.0,65.0,70.3,73.0,73.0,72.0
  Case ascertainment band,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
  Audit compliance band,D,D,D,D,D,D,C,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A
  Combined Total Key Indicator level,C,D,C,D,D,D,C,C,C,C,A,A,A,A,A,B,B,C,D,C,D,D,D,D,D,C,B,B,B,B
  Combined Total Key Indicator score,63,51,60,56,50,57,61,68,64,66,88,88,87,84,82.0,73,73,62.0,53.0,63.0,52.0,53.0,51.0,53.0,57.0,65.0,74.0,73.0,73.0,72.0
Number of records completed: Team-centred post-72h all teams cohort,126,103,125,121,111,118,122,134,154,186,205,190,191,215,218,207,205,183,220,200,209,196,184,208,204,206,215,252,270,233
Patient-centred Domain levels: 1) Scanning,C,C,B,C,D,D,A,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,C,D,D,D,E,E,C,C,D,C,C,C,B,C,C,C,C,C,E,E,E,E,E,E,E,E,E,E,E,E
Patient-centred Domain levels: 3) Thrombolysis,C,D,C,D,E,D,C,C,D,C,B,C,C,D,C,C,C,E,E,D,D,D,D,D,D,D,D,D,D,C
Patient-centred Domain levels: 4) Specialist Assessments,D,D,D,D,E,E,D,C,C,C,A,A,A,B,B,A,A,B,B,B,B,B,B,B,B,A,B,B,B,B
Patient-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,D,C,D,D,D,C,C,C,A,A,A,A
Patient-centred Domain levels: 6) Physiotherapy,A,B,B,A,B,A,B,B,B,B,A,A,A,A,B,B,C,C,D,B,D,D,D,B,B,A,A,A,A,A
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,D,D,E,D,E,E,D,D,A,A,B,A,A,A,A,B,B,B,D,D,D,E,E,D,C,B,C,E
Patient-centred Domain levels: 8) MDT working,B,D,C,C,C,C,D,C,C,C,C,B,B,B,C,D,D,E,E,E,E,E,E,E,E,C,B,C,B,C
Patient-centred Domain levels: 9) Standards by discharge,C,D,D,D,C,B,D,C,D,D,B,B,C,B,B,C,B,B,B,B,B,B,C,C,C,C,C,B,B,B
Patient-centred Domain levels: 10) Discharge processes,D,D,D,D,C,B,B,A,B,B,A,A,A,A,A,B,B,B,B,A,B,B,B,B,B,A,A,A,B,A
Patient-centred KI level Patient-centred Total KI level,C,D,D,D,D,D,C,C,C,C,A,A,A,A,A,B,B,C,D,C,D,D,D,D,D,C,B,B,B,B
Patient-centred KI level Patient-centred Total KI score,62,50,58,56,48,58,62,68,62,66,88,88,86,84,82.0,74,74,64.0,54.0,66.0,54.0,54.0,52.0,56.0,56.0,68.0,74.0,76.0,74.0,72.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,D,E,D,D,C,D,C,A,A,A,A,A,B,B,C,D,C,D,D,D,D,D,C,B,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,52.7,40.4,49.3,47.6,38.8,46.8,55.8,64.6,58.9,62.7,88,88,86,84,82.0,74,74,64.0,54.0,66.0,54.0,54.0,52.0,56.0,56.0,68.0,70.3,76.0,74.0,72.0
Team-centred Domain levels: 1) Scanning,C,C,B,C,D,D,A,B,B,B,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,C,D,D,D,E,D,C,C,C,C,C,C,B,C,C,C,C,C,E,E,E,E,E,E,E,E,E,E,E,E
