SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
  SSNAP level,D,D,C,C,B,B,B,B,B,B,B,C,D,C,D,C,C,A,B,B,B,B,C,B,B,B,B,C,B,B
  SSNAP score,58.7,57.6,66.5,68.4,73.1,70,76,70.3,71,78,71.3,68.4,59.8,65.5,59.8,62.7,62.7,84.0,76.0,78.0,72.0,72.0,69.3,73.0,75.0,80.0,80.0,66.0,74.0,78.0
  Case ascertainment band,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A
  Audit compliance band,D,C,B,B,B,A,A,B,A,A,B,B,B,B,B,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A
  Combined Total Key Indicator level,C,C,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,A,B,B,B,B,B,B,B,B,B,C,B,B
  Combined Total Key Indicator score,69,64,70,72,77,70,76,74,71,78,75,72,63,69,63.0,66,66,84.0,80.0,78.0,72.0,72.0,73.0,73.0,75.0,80.0,80.0,66.0,74.0,78.0
Number of records completed: Team-centred post-72h all teams cohort,148,161,151,160,153,168,153,163,165,176,192,165,180,171,179,181,167,179,145,157,168,176,161,171,183,155,176,173,174,155
Patient-centred Domain levels: 1) Scanning,B,C,C,B,B,B,B,B,B,A,B,B,B,B,C,C,C,A,A,A,B,A,B,B,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,C,C,C,C,C,C,C,C,C,C,C,C,D,D,D,D,E,C,C,D,E,E,E,E,E,D,D,E,D,C
Patient-centred Domain levels: 3) Thrombolysis,A,A,B,B,B,B,B,B,B,B,B,C,C,C,D,C,D,B,C,C,C,B,B,B,C,A,B,C,C,A
