SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
SSNAP level,D,D,D,D,D,D,D,D,D,D,B,C,C,C,C,B,A,A,A,B,B,B,B,B,B,B,B,B,B,B
SSNAP score,55.1,47.7,55.1,57,56,53.1,52.3,59.8,51.3,50.3,71.3,64.1,67,66.5,65.5,74.1,82.6,83.6,82.6,79.8,76.0,75.0,79.8,75.0,77.9,77.0,77.9,77.9,76.0,75.0
Case ascertainment band,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Audit compliance band,B,C,B,B,B,C,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
Combined Total Key Indicator level,D,D,D,C,D,D,D,C,D,D,B,B,C,B,C,B,A,A,A,A,B,B,A,B,A,A,A,A,B,B
Combined Total Key Indicator score,58,53,58,60,59,59,55,63,54,53,75,71,67,70,69.0,78,87,88.0,87.0,84.0,80.0,79.0,84.0,79.0,82.0,81.0,82.0,82.0,80.0,79.0
Number of records completed: Team-centred post-72h all teams cohort,205,243,237,248,212,224,248,220,248,220,250,218,247,242,233,326,358,339,330,370,349,386,366,352,353,368,381,350,349,363
Patient-centred Domain levels: 1) Scanning,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,C,B,A,A,A,B,B,A,B,A,A,B,B,A,A
Patient-centred Domain levels: 2) Stroke unit,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
Patient-centred Domain levels: 3) Thrombolysis,D,D,D,D,D,D,D,D,D,E,D,D,C,C,D,C,B,C,C,C,C,C,B,C,C,C,C,C,D,C
Patient-centred Domain levels: 4) Specialist Assessments,B,C,C,B,C,D,D,B,D,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,C,B,B,B,C
Patient-centred Domain levels: 5) Occupational therapy,D,D,C,C,C,C,C,C,B,C,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 6) Physiotherapy,D,D,C,C,B,B,C,C,C,D,B,B,C,D,C,B,A,A,B,B,B,B,B,B,B,B,A,A,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,D,E,E,E,E,C,D,E,D,D,B,B,B,B,C,C,C,C,C,C,C,C,C,B,C
Patient-centred Domain levels: 8) MDT working,D,D,D,D,D,D,D,D,D,D,B,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C
Patient-centred Domain levels: 9) Standards by discharge,C,D,C,D,D,D,D,B,B,C,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B
Patient-centred Domain levels: 10) Discharge processes,B,B,B,B,B,B,B,B,D,C,A,B,B,B,B,B,A,A,A,A,B,B,B,B,A,A,A,B,A,A
Patient-centred KI level Patient-centred Total KI level,D,D,D,C,D,D,D,C,D,D,B,B,C,C,C,B,A,A,A,A,B,B,A,B,A,B,A,B,B,B
Patient-centred KI level Patient-centred Total KI score,56,52,58,60,58,58,54,62,56,52,76,70,66,66,66.0,76,86,86.0,86.0,82.0,78.0,78.0,82.0,78.0,82.0,80.0,82.0,80.0,80.0,78.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,D,D,D,D,D,D,D,B,C,C,C,C,B,A,A,A,B,B,B,B,B,B,B,B,B,B,B
