SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
SSNAP level,D,E,E,D,D,D,D,C,B,D,A,B,A,B,B,B,A,B,C,C,D,D,C,B,B,B,C,B,C,C
SSNAP score,47.6,38.3,39.9,40.8,45,44.2,57.6,63.7,74,58,82,76,83,71,73.0,78,81,74.0,66.5,60.8,59.8,55.1,64.6,70.3,71.3,72.2,66.7,73.1,69.3,69.3
Case ascertainment band,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A
Audit compliance band,D,D,D,D,D,D,C,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,C,B,B,B
Combined Total Key Indicator level,D,D,D,D,D,D,C,C,B,D,A,B,A,B,B,B,A,B,B,C,C,D,C,B,B,B,B,B,B,B
Combined Total Key Indicator score,59,45,47,48,53,52,64,67,74,58,82,76,83,71,73.0,78,81,74.0,70.0,64.0,63.0,58.0,68.0,74.0,75.0,76.0,78.0,77.0,73.0,73.0
Number of records completed: Team-centred post-72h all teams cohort,142,166,191,217,201,217,206,206,182,199,223,190,232,179,187,210,201,231,214,227,201,206,253,338,316,325,280,340,313,319
Patient-centred Domain levels: 1) Scanning,A,B,B,B,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,B,B,C,B,B,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,D,E,E,E,D,E,D,D,D,E,D,D,D,E,D,D,D,D,E,E,E,E,E,D,D,D,D,D,D,D
Patient-centred Domain levels: 3) Thrombolysis,B,B,C,C,B,C,B,A,A,C,A,B,A,B,B,B,A,D,B,B,B,C,C,C,D,C,C,B,C,C
Patient-centred Domain levels: 4) Specialist Assessments,C,D,E,E,E,E,D,D,D,D,B,C,C,D,D,C,C,D,D,E,E,E,D,D,D,D,C,D,D,D
Patient-centred Domain levels: 5) Occupational therapy,D,E,D,D,D,C,C,C,B,C,A,B,A,A,A,A,A,A,C,C,C,C,A,A,A,A,A,A,B,A
Patient-centred Domain levels: 6) Physiotherapy,C,D,C,C,C,C,C,D,B,D,B,B,B,C,D,B,B,A,B,B,B,B,A,B,B,B,A,B,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,D,E,D,D,C,D,C,C,B,C,D,C,B,B,C,B,C,C,C,B,B,C,B,B,C,C
