SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
SSNAP level,E,E,D,D,D,D,D,C,C,C,C,D,B,D,C,C,C,C,B,B,C,X,C,B,B,B,B,C,C,C
SSNAP score,34.9,31.5,40.5,45,47.5,40.9,53.2,64,68,61.8,62,57,70,56,68.0,65.5,60.8,62.7,70.8,71.3,62.7,.,63.0,73.0,76.0,70.0,73.0,63.0,69.0,66.0
Case ascertainment band,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A
Audit compliance band,D,C,C,C,B,B,B,A,A,B,A,A,A,A,A,B,B,B,B,B,B,X,A,A,A,A,A,A,A,A
Combined Total Key Indicator level,D,E,D,D,D,D,D,C,C,C,C,D,B,D,C,C,C,C,B,B,C,X,C,B,B,B,B,C,C,C
Combined Total Key Indicator score,41,35,45,50,50,43,56,64,68,65,62,57,70,56,68.0,69,64,66.0,74.6,75.0,66.0,.,63.0,73.0,76.0,70.0,73.0,63.0,69.0,66.0
Number of records completed: Team-centred post-72h all teams cohort,121,114,113,130,102,110,111,131,100,110,132,142,171,145,188,164,126,121,121,132,127,Insufficient records,136,141,94,143,127,147,175,139
Patient-centred Domain levels: 1) Scanning,C,D,D,D,D,C,C,C,C,C,A,B,B,C,A,B,B,B,A,C,C,Insufficient records,B,A,A,A,B,A,B,A
Patient-centred Domain levels: 2) Stroke unit,E,E,D,C,D,D,D,C,D,D,E,E,E,E,E,E,E,E,E,E,E,Insufficient records,E,E,E,E,E,E,E,E
Patient-centred Domain levels: 3) Thrombolysis,E,D,D,D,E,E,D,C,C,D,E,E,E,E,E,D,D,E,C,C,E,Insufficient records,D,C,B,C,C,C,C,C
Patient-centred Domain levels: 4) Specialist Assessments,E,E,E,E,D,E,D,D,D,D,C,D,C,C,B,C,C,D,C,C,D,Insufficient records,C,B,C,D,D,D,D,D
Patient-centred Domain levels: 5) Occupational therapy,C,E,C,B,C,D,C,C,A,A,A,A,A,C,A,A,A,A,A,A,A,Insufficient records,B,A,A,A,A,B,A,A
Patient-centred Domain levels: 6) Physiotherapy,B,B,A,A,A,B,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,Insufficient records,A,A,A,A,A,B,A,A
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,D,D,C,D,C,C,B,C,C,B,B,B,C,B,B,C,B,A,B,Insufficient records,B,A,A,A,A,C,B,C
Patient-centred Domain levels: 8) MDT working,D,D,D,D,C,D,C,C,C,C,A,B,A,B,A,A,B,B,C,B,B,Insufficient records,C,A,A,B,B,C,C,D
Patient-centred Domain levels: 9) Standards by discharge,C,D,D,C,C,C,C,B,B,B,A,B,A,B,A,A,B,A,A,A,A,Insufficient records,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 10) Discharge processes,E,E,E,E,E,E,C,A,A,B,A,A,A,A,A,A,A,A,A,A,A,Insufficient records,A,A,A,A,A,B,A,A
Patient-centred KI level Patient-centred Total KI level,D,E,D,D,D,D,D,C,B,C,B,B,B,C,B,B,B,B,B,B,B,Insufficient records,B,A,A,B,B,C,B,B
Patient-centred KI level Patient-centred Total KI score,40,34,44,50,50,42,56,66,72,66,76,70,76,64,78.0,78,74,70.0,78.0,78.0,70.0,.,72.0,86.0,86.0,80.0,78.0,68.0,74.0,72.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,E,E,D,D,E,D,C,B,C,B,B,B,C,B,B,B,C,B,B,C,X,B,A,A,B,B,C,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,34,30.6,39.6,45,47.5,39.9,53.2,66,72,62.7,76,70,76,64,78.0,74.1,70.3,66.5,74.1,74.1,66.5,.,72.0,86.0,86.0,80.0,78.0,68.0,74.0,72.0
Team-centred Domain levels: 1) Scanning,C,D,D,D,D,C,C,D,C,C,B,C,B,C,B,B,C,C,C,D,C,Insufficient records,D,B,C,B,B,B,C,B
Team-centred Domain levels: 2) Stroke unit,E,E,D,C,D,D,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E,Insufficient records,E,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,E,D,D,D,E,E,D,D,D,D,E,E,E,E,E,D,E,E,.,D,E,Insufficient records,E,D,C,C,C,D,D,D
Team-centred Domain levels: 4) Specialist Assessments,E,E,E,E,D,E,D,D,E,D,D,E,D,C,B,C,D,E,D,D,E,Insufficient records,E,D,D,E,E,E,E,E
Team-centred Domain levels: 5) Occupational therapy,C,E,C,C,C,D,C,C,A,A,E,D,C,E,E,E,C,A,A,A,B,Insufficient records,C,C,B,C,B,C,A,B
Team-centred Domain levels: 6) Physiotherapy,B,B,A,A,A,B,B,B,B,A,E,D,B,E,D,D,C,A,A,A,B,Insufficient records,B,C,B,C,A,C,B,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,D,D,C,D,C,C,B,C,E,E,C,E,E,D,D,D,C,A,B,Insufficient records,C,D,D,D,C,C,B,D
Team-centred Domain levels: 8) MDT working,C,C,C,C,C,C,C,B,C,D,B,C,B,B,A,A,C,C,C,B,C,Insufficient records,D,B,B,C,C,C,D,D
Team-centred Domain levels: 9) Standards by discharge,C,D,D,C,C,C,C,B,C,B,B,B,A,B,A,A,B,A,A,A,A,Insufficient records,A,B,A,A,A,A,A,A
