SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
  SSNAP level,E,D,C,B,C,X,D,C,B,C,B,C,B,C,D,D,D,B,C,C,D,D,D,D,D,D,C,C,C,C
  SSNAP score,38.8,48.7,67.5,70.3,65,.,57.9,63.2,73.1,64.8,73.1,67.5,70.3,62.1,51.3,44.6,53.2,73.0,67.0,63.0,57.0,55.0,49.0,50.0,54.0,58.0,69.0,65.0,65.0,68.0
  Case ascertainment band,B,B,A,A,A,E,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
  Audit compliance band,B,B,B,B,A,X,B,B,B,C,B,B,B,C,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A
  Combined Total Key Indicator level,D,D,B,B,C,X,C,B,B,B,B,B,B,C,D,D,D,B,C,C,D,D,D,D,D,D,C,C,C,C
  Combined Total Key Indicator score,43,54,71,74,65,.,61,70,77,72,77,71,74,69,54.0,47,56,73.0,67.0,63.0,57.0,55.0,49.0,50.0,54.0,58.0,69.0,65.0,65.0,68.0
Number of records completed: Team-centred post-72h all teams cohort,81,83,100,109,89,92,154,133,154,159,161,155,184,149,179,181,206,179,173,169,196,182,187,185,181,192,196,185,202,178
Patient-centred Domain levels: 1) Scanning,B,B,B,A,C,Insufficient records,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,C,C,C,D,E,Insufficient records,E,D,C,D,D,D,D,E,E,E,E,C,D,E,E,E,E,E,E,E,E,E,E,E
Patient-centred Domain levels: 3) Thrombolysis,D,C,C,C,C,Insufficient records,D,D,C,C,C,D,D,C,E,D,D,C,D,D,D,D,D,D,D,D,D,E,C,C
Patient-centred Domain levels: 4) Specialist Assessments,C,C,B,B,B,Insufficient records,B,B,B,B,C,B,B,B,D,D,D,B,B,B,B,B,B,C,C,B,B,B,B,B
Patient-centred Domain levels: 5) Occupational therapy,E,C,A,A,A,Insufficient records,C,B,B,B,A,C,B,C,C,C,C,C,C,C,D,E,E,E,E,E,C,D,C,C
Patient-centred Domain levels: 6) Physiotherapy,E,D,A,B,B,Insufficient records,C,B,B,B,B,C,B,C,C,D,C,B,B,C,D,D,E,E,D,D,B,B,C,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,C,B,C,Insufficient records,C,C,C,C,C,C,C,C,D,E,D,D,D,D,E,E,E,D,C,C,B,B,B,C
Patient-centred Domain levels: 8) MDT working,D,D,C,C,C,Insufficient records,C,C,B,B,B,B,B,C,C,D,C,C,C,C,D,D,E,E,E,D,D,D,D,D
Patient-centred Domain levels: 9) Standards by discharge,D,B,B,B,B,Insufficient records,B,A,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 10) Discharge processes,D,D,D,C,D,Insufficient records,D,D,D,D,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
Patient-centred KI level Patient-centred Total KI level,D,D,B,B,C,Insufficient records,C,C,B,B,B,B,B,B,D,D,D,B,C,C,D,D,D,D,D,D,C,C,C,C
Patient-centred KI level Patient-centred Total KI score,42,54,72,74,64,.,60,68,74,72,78,72,74,70,56.0,50,58,72.0,68.0,64.0,56.0,54.0,48.0,50.0,54.0,58.0,68.0,64.0,68.0,68.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,D,C,B,C,X,D,C,B,C,B,C,B,C,D,D,D,B,C,C,D,D,D,D,D,D,C,C,C,C
Patient-centred SSNAP level Patient-centred SSNAP score,37.9,48.7,68.4,70.3,64,.,57,61.4,70.3,64.8,74.1,68.4,70.3,63,53.2,47.5,55.1,72.0,68.0,64.0,56.0,54.0,48.0,50.0,54.0,58.0,68.0,64.0,68.0,68.0
Team-centred Domain levels: 1) Scanning,B,B,B,A,C,Insufficient records,A,A,A,A,A,A,A,A,B,C,B,A,A,A,A,A,B,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,C,C,C,D,E,Insufficient records,E,D,C,D,D,D,D,E,E,E,E,D,D,E,E,E,E,E,E,E,E,E,E,E
