0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,Royal Derby Hospital,Royal Derby Hospital,Royal Derby Hospital,Royal Derby Hospital,Royal Derby Hospital,Royal Derby Hospital,Royal Derby Hospital,Royal Derby Hospital,Royal Derby Hospital,Royal Derby Hospital,Royal Derby Hospital,Northampton General Hospital,Northampton General Hospital,Northampton General Hospital,Northampton General Hospital,Northampton General Hospital,Northampton General Hospital,Northampton General Hospital,Chesterfield Royal,Chesterfield Royal,Northampton General Hospital,Northampton General Hospital,Northampton General Hospital,Chesterfield Royal,Northampton General Hospital,Northampton General Hospital,Northampton General Hospital,Northampton General Hospital,Northampton General Hospital,Northampton General Hospital,Northampton General Hospital
SSNAP level,D,D,D,C,C,C,D,D,D,C,D,A,A,A,B,A,B,A,B,C,C,C,D,C,C,C,C,C,C,C,C
SSNAP score,51.3,58.5,59,61.2,64.8,64.8,54.7,58.5,59.4,64.8,53.2,89,82.6,81,72.2,82,78,82.0,73.0,66.0,63.7,61.0,55.1,66.0,63.0,62.0,67.0,65.0,63.0,61.0,68.0
Case ascertainment band,A,A,B,A,A,A,B,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A
Audit compliance band,C,C,C,C,C,C,C,C,C,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Combined Total Key Indicator level,D,C,C,C,B,B,C,C,C,B,D,A,A,A,B,A,B,A,B,C,C,C,D,C,C,C,C,C,C,C,C
Combined Total Key Indicator score,57,65,69,68,72,72,64,65,66,72,56,89,87,81,76.0,82,78,82.0,73.0,66.0,67.0,61.0,58.0,66.0,63.0,62.0,67.0,65.0,63.0,61.0,68.0
Number of records completed: Team-centred post-72h all teams cohort,206,158,114,170,167,158,134,178,185,146,236,184,197,213,206,224,220,248,152,149,203,215,198,162,240,218,233,230,228,260,232
Patient-centred Domain levels: 1) Scanning,D,D,C,C,C,C,C,C,D,B,C,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,D,C,C,C,C,C,C,C,C,C,D,B,B,D,C,E,E,D,D,E,E,E,E,E,E,E,C,C,D,D,C
Patient-centred Domain levels: 3) Thrombolysis,D,C,C,C,D,B,D,C,C,B,C,A,B,B,B,B,C,C,C,C,D,C,C,C,C,C,C,C,B,C,B
Patient-centred Domain levels: 4) Specialist Assessments,B,B,B,B,B,B,B,B,B,B,C,A,A,A,A,A,B,A,D,D,B,B,B,D,B,A,A,B,B,C,B
Patient-centred Domain levels: 5) Occupational therapy,A,B,B,B,B,B,C,B,A,B,C,A,A,A,A,A,A,A,A,C,B,C,C,A,C,D,E,D,D,C,E
Patient-centred Domain levels: 6) Physiotherapy,A,B,B,B,B,B,B,C,C,B,C,A,A,B,B,B,A,A,A,B,C,C,D,A,D,D,D,D,D,D,D
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,D,E,E,E,E,E,D,D,D,D,E,D,B,C,D,D,C,D,D,E,C,D,D,D,D,D,C
Patient-centred Domain levels: 8) MDT working,D,C,C,B,B,A,B,B,C,B,D,B,B,C,C,B,C,B,B,B,C,C,C,B,C,C,C,C,C,C,C
Patient-centred Domain levels: 9) Standards by discharge,C,B,A,B,A,A,B,A,A,A,D,A,B,A,A,A,A,B,B,A,A,B,B,B,B,B,B,B,B,C,B
Patient-centred Domain levels: 10) Discharge processes,D,B,B,B,B,B,B,C,B,C,B,A,A,A,C,A,A,A,A,A,A,C,C,B,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,C,C,C,B,B,C,C,C,B,D,A,A,B,B,B,B,A,B,C,B,C,C,C,C,C,C,C,C,C,C
Patient-centred KI level Patient-centred Total KI score,56,64,68,68,70,74,64,66,66,72,54,90,86,80,76.0,80,80,82.0,74.0,66.0,70.0,62.0,60.0,66.0,66.0,64.0,66.0,66.0,66.0,62.0,68.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,C,C,C,D,D,D,C,D,A,A,B,B,B,B,A,B,C,C,C,D,C,C,C,C,C,C,C,C
Patient-centred SSNAP level Patient-centred SSNAP score,50.4,57.6,58.1,61.2,63,66.6,54.7,59.4,59.4,64.8,51.3,90,81.7,80,72.2,80,80,82.0,74.0,66.0,66.5,62.0,57.0,66.0,66.0,64.0,66.0,66.0,66.0,62.0,68.0
Team-centred Domain levels: 1) Scanning,D,D,C,C,B,C,C,C,D,B,C,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,D,C,C,C,C,C,C,C,C,C,D,B,B,D,C,E,E,D,D,E,E,E,E,E,E,E,C,D,D,D,C
Team-centred Domain levels: 3) Thrombolysis,D,C,C,C,D,C,D,C,C,B,C,A,A,C,B,B,C,C,C,C,D,C,C,C,D,C,C,C,B,C,B
Team-centred Domain levels: 4) Specialist Assessments,B,B,B,B,A,B,B,B,B,B,C,A,A,A,A,A,B,A,D,D,B,B,B,D,B,A,A,B,B,C,B
Team-centred Domain levels: 5) Occupational therapy,A,B,A,B,B,B,C,B,A,B,C,A,A,A,A,A,A,A,A,C,C,C,D,A,D,E,E,D,E,D,E
Team-centred Domain levels: 6) Physiotherapy,A,B,B,B,B,B,B,C,C,B,C,A,A,A,B,A,B,A,A,B,D,D,D,A,D,E,D,D,E,D,D
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,D,E,E,E,E,E,D,D,D,D,E,C,C,C,D,D,D,D,E,E,D,D,D,D,E,D,C
Team-centred Domain levels: 8) MDT working,C,B,C,B,B,B,B,C,C,B,B,B,B,B,C,B,C,B,B,B,C,C,C,B,C,C,B,C,C,C,C
Team-centred Domain levels: 9) Standards by discharge,C,B,A,B,A,A,B,A,A,A,D,B,B,A,A,A,A,B,B,A,A,B,B,B,B,B,B,B,B,C,B
Team-centred Domain levels: 10) Discharge processes,D,B,B,B,B,B,B,C,B,C,B,A,A,A,C,A,A,A,A,A,A,C,C,B,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,C,B,C,B,B,C,C,C,B,D,A,A,A,B,A,B,A,B,C,C,C,D,C,C,C,C,C,C,C,C
Team-centred KI level Team-centred Total KI score,58,66,70,68,74,70,64,64,66,72,58,88,88,82,76.0,84,76,82.0,72.0,66.0,64.0,60.0,56.0,66.0,60.0,60.0,68.0,64.0,60.0,60.0,68.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,C,C,C,D,D,D,C,D,A,A,A,B,A,B,A,B,C,C,C,D,C,C,C,C,C,C,C,C
Team-centred SSNAP level Team-centred SSNAP score,52.2,59.4,59.8,61.2,66.6,63,54.7,57.6,59.4,64.8,55.1,88,83.6,82,72.2,84,76,82.0,72.0,66.0,60.8,60.0,53.2,66.0,60.0,60.0,68.0,64.0,60.0,60.0,68.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,3,111,261,265,277,316,311,270,197,375,204,223,213,212,266,248,390,262,242,262,287,277,290,232,249,247,252,244,270,322
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,1,1,1,0.72,0.73,0.71,72%,0.8,0.77,91%,83%,78%,73%,75%,78%,81%,77%,78%,76%,75%,72%,76%,81%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,1,1,0,0,0,0,0,0,0,0,95,100,92,110,123,126,18,258,232,127,123,106,273,104,100,98,113,133,132,161
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.33,0.01,0,0,0,0,0,0,0,0,0.47,0.45,0.43,52%,0.46,0.51,5%,98%,96%,48%,43%,38%,94%,45%,40%,40%,45%,55%,49%,50%
