0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,Morriston Hospital,Morriston Hospital,Morriston Hospital,Morriston Hospital,Morriston Hospital,Morriston Hospital,Morriston Hospital,Morriston Hospital,Morriston Hospital,Morriston Hospital,Morriston Hospital,Morriston Hospital,Morriston Hospital,Morriston Hospital,Royal Gwent Hospital,Royal Gwent Hospital,Royal Gwent Hospital,Grange University Hospital,Grange University Hospital,Grange University Hospital,Grange University Hospital,Grange University Hospital,Grange University Hospital,Grange University Hospital,Grange University Hospital,Grange University Hospital,Grange University Hospital,Grange University Hospital,Grange University Hospital,Grange University Hospital,Grange University Hospital
SSNAP level,E,E,D,D,D,D,D,D,D,D,C,C,B,B,B,B,C,C,C,D,D,D,E,X,D,D,D,D,D,C,D
SSNAP score,30.7,32.5,45,53,49,49,52,46,55,59,62,62.7,75,77,71.0,71,69,62.0,60.0,48.4,40.5,55.8,35.9,.,45.9,56.0,58.5,55.1,46.0,62.0,48.0
Case ascertainment band,B,B,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,E,A,A,A,A,A,A,A
Audit compliance band,B,B,A,A,A,A,A,B,A,A,A,B,B,A,A,A,A,A,A,B,C,C,C,X,C,B,C,B,A,A,A
Combined Total Key Indicator level,E,E,D,D,D,D,D,D,D,D,C,C,B,A,B,B,C,C,C,D,D,C,D,X,D,D,C,D,D,C,D
Combined Total Key Indicator score,34,36,45,53,49,49,52,51,55,59,62,66,79,81,71.0,71,69,62.0,60.0,51.0,45.0,62.0,42.0,.,51.0,59.0,65.0,58.0,46.0,62.0,48.0
Number of records completed: Team-centred post-72h all teams cohort,128,130,146,149,126,137,153,126,151,149,166,151,148,132,204,214,210,183,186,174,182,192,122,Insufficient records,166,183,186,186,235,215,179
Patient-centred Domain levels: 1) Scanning,D,D,D,D,D,D,D,D,D,D,C,C,B,A,A,A,A,A,B,A,A,A,B,Insufficient records,B,A,A,B,B,A,B
Patient-centred Domain levels: 2) Stroke unit,E,E,E,E,E,E,E,E,E,E,E,D,C,C,D,E,E,E,E,E,E,E,E,Insufficient records,E,E,E,E,E,E,E
Patient-centred Domain levels: 3) Thrombolysis,D,D,D,D,D,D,C,D,D,D,D,C,B,B,D,D,C,D,D,D,D,C,E,Insufficient records,D,C,D,D,D,C,D
Patient-centred Domain levels: 4) Specialist Assessments,E,D,D,D,D,E,D,D,D,D,B,B,B,A,A,A,B,B,C,D,C,B,D,Insufficient records,D,D,C,C,D,B,C
Patient-centred Domain levels: 5) Occupational therapy,E,E,D,D,D,C,E,D,B,A,A,A,A,A,C,C,C,C,B,B,D,B,C,Insufficient records,C,C,C,B,C,B,C
Patient-centred Domain levels: 6) Physiotherapy,C,C,A,A,B,B,B,C,A,A,D,C,B,B,D,B,C,D,B,B,D,B,B,Insufficient records,C,D,C,C,D,C,D
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,D,C,C,D,D,D,E,E,C,C,C,C,C,C,C,C,C,D,E,B,C,Insufficient records,D,C,C,C,C,C,D
Patient-centred Domain levels: 8) MDT working,D,D,D,C,D,D,C,C,B,A,A,B,A,A,B,B,B,D,D,E,E,D,E,Insufficient records,D,E,E,D,E,E,D
Patient-centred Domain levels: 9) Standards by discharge,E,E,C,B,B,A,A,A,B,B,B,B,B,A,A,A,B,B,C,D,E,E,E,Insufficient records,B,A,A,B,C,B,B
Patient-centred Domain levels: 10) Discharge processes,D,D,D,D,D,D,D,D,D,D,D,D,C,D,B,B,B,B,B,C,B,C,D,Insufficient records,C,A,A,E,C,A,D
Patient-centred KI level Patient-centred Total KI level,E,E,D,D,D,D,D,D,D,D,C,C,B,A,B,B,C,C,C,D,D,C,D,Insufficient records,D,C,C,D,D,C,D
Patient-centred KI level Patient-centred Total KI score,32,34,46,52,48,48,50,48,54,58,62,66,78,82,70.0,72,68,60.0,60.0,52.0,44.0,62.0,44.0,.,52.0,60.0,62.0,54.0,48.0,66.0,50.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,E,D,D,D,D,D,D,D,D,C,C,B,B,B,B,C,C,C,D,E,D,E,X,D,D,D,D,D,C,D
Patient-centred SSNAP level Patient-centred SSNAP score,28.9,30.7,46,52,48,48,50,43.3,54,58,62,62.7,74.1,77.9,70.0,72,68,60.0,60.0,49.4,39.6,55.8,37.6,.,46.8,57.0,55.8,51.3,48.0,66.0,50.0
Team-centred Domain levels: 1) Scanning,D,D,D,D,D,D,D,D,D,C,C,C,B,A,A,A,A,A,B,B,A,A,B,Insufficient records,B,A,A,B,B,A,B
Team-centred Domain levels: 2) Stroke unit,E,E,E,E,E,E,E,E,E,E,E,D,C,C,D,E,E,E,E,E,E,E,E,Insufficient records,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,D,D,D,D,D,D,C,D,D,D,D,C,B,B,D,D,C,D,D,D,D,C,E,Insufficient records,D,C,D,D,D,D,E
Team-centred Domain levels: 4) Specialist Assessments,E,D,D,D,D,E,D,D,D,D,B,B,B,A,A,A,B,B,C,D,C,B,D,Insufficient records,D,D,C,C,D,C,C
Team-centred Domain levels: 5) Occupational therapy,E,E,E,D,E,D,D,E,B,B,A,A,A,A,C,C,C,B,B,B,C,B,D,Insufficient records,C,C,B,A,C,B,D
Team-centred Domain levels: 6) Physiotherapy,B,B,A,A,A,A,B,A,A,A,C,C,A,B,C,C,B,C,B,B,D,B,C,Insufficient records,C,D,B,B,D,D,D
Team-centred Domain levels: 7) Speech and Language therapy,D,D,D,C,C,C,D,C,C,C,C,C,B,C,C,C,C,C,C,D,D,B,B,Insufficient records,C,C,B,B,C,C,D
Team-centred Domain levels: 8) MDT working,D,D,D,C,D,D,B,B,B,B,B,B,B,B,B,B,B,D,D,E,E,D,E,Insufficient records,E,E,E,D,E,E,D
Team-centred Domain levels: 9) Standards by discharge,E,E,C,A,A,A,A,A,B,B,B,B,B,A,A,A,B,A,B,D,E,E,E,Insufficient records,B,A,A,B,C,B,B
Team-centred Domain levels: 10) Discharge processes,D,D,D,D,D,D,D,D,E,D,D,D,C,D,B,B,B,C,C,C,C,C,E,Insufficient records,D,B,A,D,E,B,D
Team-centred KI level Team-centred Total KI level,E,E,D,D,D,D,D,D,D,C,C,C,B,B,B,B,B,C,C,D,D,C,D,Insufficient records,D,D,C,C,D,D,D
Team-centred KI level Team-centred Total KI score,36,38,44,54,50,50,54,54,56,60,62,66,80,80,72.0,70,70,64.0,60.0,50.0,46.0,62.0,40.0,.,50.0,58.0,68.0,62.0,44.0,58.0,46.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,D,D,D,D,D,D,D,C,C,C,B,B,B,B,B,C,C,D,D,D,E,X,D,D,C,D,D,D,D
Team-centred SSNAP level Team-centred SSNAP score,32.5,34.3,44,54,50,50,54,48.7,56,60,62,62.7,76,76,72.0,70,70,64.0,60.0,47.5,41.4,55.8,34.2,.,45.0,55.1,61.2,58.9,44.0,58.0,46.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,65,163,177,129,140,127,135,130,104,236,238,221,196,224,202,247,80,119,106,212,219,247,304,306,273,243,283,310,316,278
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,0.98,0.89,0.76,0.72,0.66,0.72,0.68,0.59,0.85,0.92,0.88,0.88,58%,0.45,0.57,99%,70%,47%,72%,83%,80%,91%,99%,100%,100%,100%,100%,93%,75%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,17,58,54,63,54,59,58,45,52,52,72,78,134,159,167,80,102,33,82,112,98,34,4,0,0,2,9,48,96
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0.1,0.33,0.42,0.45,0.43,0.44,0.45,0.43,0.22,0.22,0.33,0.4,60%,0.79,0.68,100%,86%,31%,39%,51%,40%,11%,1%,0%,0%,1%,3%,15%,35%
