0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team,Queens Hospital Burton upon Trent,Queens Hospital Burton upon Trent,Queens Hospital Burton upon Trent,Queens Hospital Burton upon Trent,Queens Hospital Burton upon Trent,Queens Hospital Burton upon Trent,Queens Hospital Burton upon Trent,Queens Hospital Burton upon Trent,Queens Hospital Burton upon Trent,Queens Hospital Burton upon Trent,Queens Hospital Burton upon Trent,Russells Hall Hospital,Russells Hall Hospital,Russells Hall Hospital,Russells Hall Hospital,Russells Hall Hospital,Russells Hall Hospital,Russells Hall Hospital,George Eliot Hospital,George Eliot Hospital,George Eliot Hospital,George Eliot Hospital,Sandwell District Hospital,Sandwell District Hospital,Sandwell District Hospital,Sandwell District Hospital,Sandwell District Hospital,Sandwell District Hospital,Sandwell District Hospital,Sandwell District Hospital,Sandwell District Hospital
SSNAP level,D,E,D,D,D,E,E,D,D,D,C,A,B,A,A,A,A,C,B,C,D,D,C,C,C,C,B,C,B,B,B
SSNAP score,44.2,38.8,41.6,50.1,40.3,39,36.8,45.9,46.8,56.5,60.3,81.7,80,82,87.0,87,89,66.8,70.0,65.0,48.9,56.0,63.0,61.0,66.0,68.0,70.0,69.0,70.0,73.0,75.0
Case ascertainment band,A,B,A,B,B,C,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A
Audit compliance band,D,D,E,D,E,D,E,D,D,D,C,B,A,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A
Combined Total Key Indicator level,D,D,D,C,D,D,D,D,D,B,C,A,B,A,A,A,A,B,B,C,D,D,C,C,C,C,B,C,B,B,B
Combined Total Key Indicator score,52,48,52,62,53,54,46,54,55,70,67,86,80,82,87.0,87,89,74.0,73.7,68.4,51.4,59.0,63.0,61.0,66.0,68.0,70.0,69.0,70.0,73.0,75.0
Number of records completed: Team-centred post-72h all teams cohort,85,86,101,89,96,79,96,113,107,90,91,133,176,142,149,129,149,122,60,62,52,63,175,202,167,212,192,191,208,230,191
Patient-centred Domain levels: 1) Scanning,B,A,B,A,A,A,B,A,A,A,A,A,B,B,A,A,A,B,B,A,C,C,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 2) Stroke unit,E,D,D,C,E,D,D,D,D,C,D,B,C,C,C,C,B,E,E,E,E,E,D,D,E,C,C,C,C,C,C
Patient-centred Domain levels: 3) Thrombolysis,D,D,E,D,D,C,D,D,D,B,D,B,C,D,C,C,C,D,C,D,C,D,C,D,C,C,C,D,C,B,C
Patient-centred Domain levels: 4) Specialist Assessments,E,E,E,E,E,E,E,D,E,D,D,A,A,A,A,A,A,B,B,B,C,D,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 5) Occupational therapy,B,D,B,A,B,A,B,C,B,A,A,B,B,A,A,A,A,A,A,C,D,D,B,C,C,D,C,C,D,E,D
Patient-centred Domain levels: 6) Physiotherapy,C,D,A,B,B,B,D,C,C,C,A,B,B,B,A,A,A,A,B,D,E,C,E,D,D,D,C,D,D,C,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,C,C,E,E,E,D,C,D,B,C,C,C,C,B,C,C,B,C,C,E,E,E,E,E,E,E,C,D
Patient-centred Domain levels: 8) MDT working,C,B,C,B,C,C,C,C,D,C,C,A,A,A,A,A,A,B,B,B,C,B,C,C,B,C,B,B,B,B,B
Patient-centred Domain levels: 9) Standards by discharge,D,D,D,D,D,D,D,D,D,D,C,B,B,A,A,A,A,B,B,B,C,B,B,B,B,A,B,A,A,B,A
Patient-centred Domain levels: 10) Discharge processes,A,C,D,D,E,E,D,C,B,B,B,B,A,B,A,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,D,D,C,D,D,D,D,D,C,C,A,B,B,A,A,A,B,B,C,D,D,C,C,C,C,B,B,B,B,B
Patient-centred KI level Patient-centred Total KI score,52,48,50,62,52,54,46,52,54,68,66,86,80,80,88.0,86,90,74.0,74.0,68.0,54.0,58.0,64.0,62.0,66.0,68.0,72.0,70.0,70.0,74.0,76.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,E,D,D,E,E,E,D,D,D,D,A,B,B,A,A,A,C,B,C,D,D,C,C,C,C,B,B,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,44.2,38.8,40,50.1,39.5,39,36.8,44.2,45.9,54.9,59.4,81.7,80,80,88.0,86,90,66.8,70.3,64.6,51.3,55.1,64.0,62.0,66.0,68.0,72.0,70.0,70.0,74.0,76.0
Team-centred Domain levels: 1) Scanning,B,A,A,A,A,A,B,A,A,A,A,A,B,B,A,A,A,B,B,B,D,C,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,E,D,D,C,D,D,D,D,D,C,D,B,C,C,C,C,B,E,E,E,E,E,D,D,E,C,C,C,C,C,C
Team-centred Domain levels: 3) Thrombolysis,D,D,E,D,D,D,D,D,D,B,D,B,D,D,C,C,C,D,.,.,.,.,C,D,C,C,C,D,C,B,C
Team-centred Domain levels: 4) Specialist Assessments,E,E,E,E,E,E,E,E,E,D,D,A,A,A,A,A,A,B,B,B,D,C,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 5) Occupational therapy,B,D,B,A,B,A,B,B,B,A,A,B,B,A,A,A,A,A,B,C,D,E,C,D,C,E,D,D,D,E,D
Team-centred Domain levels: 6) Physiotherapy,C,D,A,B,B,B,D,B,B,B,A,B,A,A,A,A,A,A,B,D,E,C,E,D,D,D,C,D,D,C,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,C,C,D,E,D,D,C,C,B,C,C,C,B,B,C,C,B,C,C,E,E,E,E,E,E,E,D,E
Team-centred Domain levels: 8) MDT working,C,B,B,B,C,C,C,C,D,C,C,B,B,A,B,A,B,B,B,B,C,B,C,C,B,B,C,B,B,B,B
Team-centred Domain levels: 9) Standards by discharge,D,D,D,D,D,D,D,D,D,D,C,B,A,A,A,A,A,B,B,B,C,B,B,B,B,A,B,A,A,B,A
Team-centred Domain levels: 10) Discharge processes,A,C,D,D,E,E,D,C,B,A,B,A,A,A,A,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,D,C,D,D,D,D,D,B,C,A,B,A,A,A,A,B,B,C,D,C,C,C,C,C,C,C,B,B,B
Team-centred KI level Team-centred Total KI score,52,48,54,62,54,54,46,56,56,72,68,86,80,84,86.0,88,88,74.0,73.3,68.9,48.9,60.0,62.0,60.0,66.0,68.0,68.0,68.0,70.0,72.0,74.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,E,D,D,D,E,E,D,D,D,C,A,B,A,A,A,A,C,C,C,D,D,C,C,C,C,C,C,B,B,B
Team-centred SSNAP level Team-centred SSNAP score,44.2,38.8,43.2,50.1,41,39,36.8,47.6,47.6,58.1,61.2,81.7,80,84,86.0,88,88,66.8,69.7,65.4,46.4,57.0,62.0,60.0,66.0,68.0,68.0,68.0,70.0,72.0,74.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,139,175,152,134,146,140,134,125,118,134,162,163,170,216,240,199,214,66,68,88,127,241,243,249,238,258,246,229,250,257
